1XAPM0	1XAPU0	1XAPZ0	ADM	ALCO	ANDE	AOI	APFH	AVP	BDBD	BEAM	BETR	BF	BG	BGS	BJ	BNNY	BOBE	BRBR	BUFF	BYND	CAG	CALM	CASY	CCE	CELH	CENT	CENTA	CHD	CHEF	CL	CLX	COKE	COST	COTY	CPB	CQB	CVGW	CVS	DAR	DF	DMND	DPLO	DPS	EL	ELF	ENR	EPC	FARM	FDP	FIZZ	FLO	FRPT	FWM	GIS	GMCR	GO	HAIN	HLF	HRG	HRL	HSH	HSY	HTSI	IMKTA	INGR	IPAR	JBSS	JJSF	K	KDP	KHC	KMB	KO	KR	KRFTV	LANC	LNCE	LNDC	LO	LP4011	LW	MDLZ	MED	MGPI	MJN	MKC	MNST	MO	NGVC	NHTC	NUS	OME	PEP	PF	PFGC	PG	PM	POST	PPC	PRMW	PSMT	PTRY	RAD	RAI	RDEN	REV	RNDY	RTYH0	RTYH1	RTYM0	RTYU0	RTYZ0	SAFM	SAM	SEB	SENEA	SFM	SFS	SJM	SMPL	SPB	SPTN	STSI	STZ	SUSS	SVU	SWY	SYY	TAP	TFM	THS	TPB	TR	TSN	TWNK	UNFI	USFD	USNA	UTZ	UVV	VGR	VITL	VLGEA	WBA	WDFC	WFM	WMK	WMT	WWAV	XAPH1	XAPU0
20190321				6003623.68		254687.04			351537.36				3275765.99	1882352.88	421549.36	518201.14						2821251.65	339678.92	1256383.87				377303.41	4059576.48	193340.4	13683636.19	5055545.6	290574.88	24096269.4	1358398.6	1643970.21		338311.01		901428.75	85436.4				8869555.8	46179.8	718923.15	578092.2	65928.0	227286.8	201527.0	985288.8	252200.58		7062934.92			418750.05	1565750.48		3150666.75		3894692.36		93806.0	1670589.31	320075.52	144032.76	576746.24	3648934.4		4944857.4	10221342.03	45754222.92	5974751.0		750992.62		84328.42		344476.84	2546680.5	17417786.97	369369.0	271187.78		4111761.5	6125877.12	24854877.6			813583.75		41117060.41		1020233.28	62041000.77	34185753.48	1668856.2	325704.0	120869.12	371722.48		203334.63										597909.1	672474.0	269376.0		707666.65	47801.36	3079729.1	302515.11	546969.15	170780.4		7160290.5				8350564.41	2911158.18		852140.88	87424.8	162878.94	4591198.8	275095.1	215635.41	1928526.27	320523.2		376396.65	304732.86		63623.35	15171120.9	629750.02		170249.88	36477494.22			
20190422				6027023.04		221673.56			335386.1				3516388.2	1851586.2	406133.65	655689.54						3391631.1	348719.51	1175243.73			69676.64	249264.8	4459173.2	188387.6	13968697.91	5181922.44	354962.5	26599811.84	1411544.5	1737096.5		334536.8		891712.92	69090.15				9098345.12	67624.94	673635.68	561609.58	54994.94	212393.94	166223.0	1015502.88	349126.65		7725405.13			550293.39	1454854.2		3278568.25		4078837.08		82579.54	1664722.4	328343.4	148592.34	601621.75	3732503.49		5046575.82	10796270.16	47398317.44	4904594.76		762952.6		74578.54			2726613.12	18054598.8	366958.2	262105.26		4557357.6	5683608.98	26810538.3			635537.2		43279030.08		1047288.4	64920361.85	34142714.08	1832308.86	347445.0	135858.8	341561.04		174770.06										679643.68	629033.9	310831.82		661438.57	38103.64	3323904.1	358081.83	552827.73	145298.88		7211880.0				8233533.86	2827179.0		903731.01	99557.4	168668.0	5116046.96	293715.5	172427.52	1905157.32	252648.9		366774.48	287448.71		56279.86	12690967.73	588881.88		136937.18	35505385.85			
20190508				6302535.12		230480.36			367849.58				3651540.54	1838201.12	438584.04	701600.28						3830278.32	331636.21	1250178.14			74047.56	266113.8	4720567.67	204755.04	15279888.32	5186029.94	428696.0	27810300.88	1361398.74	1798452.72		390728.34		925850.52	40578.39				9852812.26	82351.5	747667.85	549979.92	58094.85	234797.85	170740.5	1067219.88	378280.35		7890656.94			532333.62	1505703.6		3008229.73		4577591.44		86880.6	1699108.35	324384.82	154940.86	603845.45	4034347.8		5270101.08	11268617.25	50867776.26	5297336.9		740239.5		64935.9		434416.39	2605448.4	19085484.18	456512.5	300999.45		4851859.95	6323554.05	26122404.78			697074.3		46460516.94		1112470.4	67821055.38	34288393.2	1931411.05	435564.22	145792.68	356091.64		123786.78										805840.62	676904.34	345800.0		680878.62	51116.52	3607483.3	401101.59	650870.85	153596.76		9173651.48				8944239.36	3144493.0		957625.24	93653.7	180024.39	5688765.6	332701.39	169672.0	2050534.63	260665.92		343781.03	261749.07		61995.78	11226336.68	603008.35		146562.92	38328033.08			
20190607				5795383.56		226614.96			456460.86				4227886.53	1947347.82	401708.58	652766.32						3509447.02	308250.95	1280799.29			81223.04	290498.56	4953249.46	222275.22	15603649.75	5159736.84	423017.61	28624905.4	1009408.71	1594675.2		404324.5		849558.92					9724619.2	63108.6	764543.79	427336.0	54617.82	215112.74	143686.4	1136417.52	400139.43		7838051.0			508966.92	1233032.87		3131247.84		5205322.33		105931.92	1400364.8	303456.0	169861.44	651106.1	3614629.28		4944138.2	12066966.52	53816804.75	4889180.28		744579.0		70004.24		275375.19	2366390.35	19912623.75	423168.29	219506.04		5120921.25	6832240.56	25320802.58			717890.8		48603776.76		1119146.35	70889828.58	33292381.6	1811836.95	435875.58	100996.98	313465.5		108881.01										768804.5	706631.52	322888.02		669195.72	53202.5	3708044.34	409184.95	598191.75	119583.0		8392090.32				9779632.2	2795425.5		791823.4	159062.4	183254.17	6095841.9	342200.55	150750.6	2101096.8	273903.75		385036.16	277510.35		57495.36	10906162.5	585461.25		164816.85	39937487.04			
20190705				6229077.23		230261.24			468893.07				4667456.24	2129229.3	373097.34	857184.08						3382673.17	351068.82	1559011.8			79129.98	279371.9	4930952.52	238510.0	16188504.56	5350158.72	412738.31	32069581.74	1079707.05	1802503.5		442314.7		901340.44					10892233.55	85799.98	698623.38	397313.98	47712.24	234042.96	141741.02	1196165.24	400326.4		8542617.58			543997.52	1248888.48		3242983.37		5468979.36		110740.5	1473872.8	305078.4	185002.0	658292.52	3762128.7		5658110.68	12644726.4	56873033.88	4678506.36		779329.74		68414.72		293116.57	2475404.0	21425783.28	420816.3	241808.76		5239414.18	7105791.03	24613079.7			731825.6		50709999.99		1144610.88	75283281.7	33206620.96	1777477.32	424291.0	110441.52	326751.33		125996.14										718191.96	830849.69	320735.2		628278.18		3641123.5	452364.8	577437.48	113522.76		8592915.76				9419166.36	2874836.14		823718.75	154343.42	180061.45	6446871.0	373324.05	120644.58	2123848.75	295678.08		415802.03	298944.09		65223.39	11985404.2	597459.9		161462.4	43843361.4			
20190821				6407329.76		231312.75			521717.25				4700341.17	2293143.78	332366.96	772650.2						3904378.8	339596.03	1650510.54			90350.12	321839.1	5165980.32	259192.29	16353850.4	5803356.6	405951.99	33810705.21	912981.53	1906022.04		411688.2		932903.04					11194884.01	101497.62	779279.52	459462.57	49320.88	268784.46	141951.33	1253184.9	403008.9		8825872.91			565149.2	1222724.16		3356261.2		6250018.86		112005.84	1433497.63	333652.48	205281.42	778112.08	4181651.5		5978571.72	13011141.05	59527582.54	4700778.64		835506.84		81853.76		471000.0	2739637.04	21512019.81	370008.1	187912.41		5412872.68	7320632.97	24569928.09			617770.96		49995948.94		1284805.0	82230677.36	36196190.37	1884284.28	470140.44	135042.11	389241.0		102472.94										728864.26	902728.32	334694.48		586522.92		3522054.44	528806.6	562384.53	118649.16		9128511.6				9314480.23	2853263.52		921253.5	121675.01	185940.72	6536728.5	375295.48	141106.46	2140132.59	265939.4		415012.5	363259.05		61198.35	12168652.31	694830.12		164316.6	44651469.5			
20190906				6463325.2		214141.56			584861.85				5511081.76	2289152.6	335603.39	940475.64						4174903.96	376089.58	1862463.6			85442.28	311143.92	5956933.26	297258.9	18332623.55	6109088.16	510300.76	39298582.24	865296.85	2257785.0		446796.0		931450.8					13160395.3	108332.16	773041.5	455824.32	40025.58	250400.64	145072.3	1314602.4	480934.92		9765668.4			541153.35	1103619.22		3803198.16		7120506.4		150465.6	1562244.86	335465.22	237982.0	878616.06	4864739.2		5191380.48	14707048.64	67619942.4	5793169.92		853515.0		87392.48		363000.0	3122641.18	24111923.44	359856.0	196100.07		6045897.27	7252374.71	24807009.78			680466.24		58103003.31		1492694.58	91419164.87	33999229.98	2103159.93	592071.16	121358.29	418598.61		107623.6										901310.88	1104818.4	359325.66		641443.25		3625285.84	623207.79	618983.73	117349.92		10358092.8				11001954.95	2954689.44		863329.25	127733.55	198218.72	8314519.6	511617.84	124676.28	2677506.85	288600.62		379104.38	398323.04		66245.41	12059596.15	763837.0		187250.54	49653511.16			
20191007				7216491.84		217728.01			614636.0				6062350.7	2513305.18	389356.9	956439.77						4676245.6	385206.16	1853662.32			98329.72	372596.28	5807248.92	322721.28	18806136.81	6064169.1	480418.47	39747367.49	990861.78	2439558.48		498267.3		990321.84					13683781.0	120783.98	909035.22	552654.9	44379.65	340861.23	163688.4	1377715.32	506459.52		10353024.24			633770.2	1253128.14		4041657.79		7205175.12		156450.36	1710899.94	379657.22	251836.2	908736.0	5151989.7		5873026.47	15318814.05	69208047.68	6524943.78		834673.0		89829.68		353000.0	3337193.52	24995290.92	387887.09	216108.0		6000200.7	7425003.1	24002737.6			737852.97		60285474.9		1519940.35	97862805.9	37055282.67	2313556.56	624300.69	126643.64	511920.0		115787.0										943693.88	945515.76	398125.0		711828.04		3925513.6	633489.48	606701.76	133974.75		10871836.0				12160983.4	3425045.0		973812.9	85460.36	208429.68	7965624.22	530157.37	185529.6	2818062.6	301941.85		431464.32	443040.09		72922.65	13483195.25	791424.48		194247.02	53367429.0			
20191107				7237361.04		182957.26			603663.3				6372911.79	2375730.04	321420.15	956638.11						4304448.68	393294.01	1934621.94			102727.26	387205.6	5919685.0	313555.78	17829565.56	6123535.6	442902.68	42036968.32	1113258.49	2440464.88		468819.9		1011925.51					13508606.65	122744.92	917242.65	618074.1	45096.69	320664.94	164742.55	1318014.1	537414.47		9679321.96			699927.06	1513666.12		3840143.46		6895622.8		162336.78	1680433.65	424072.12	277882.06	923328.72	5202067.8		6094440.0	14649028.97	69685193.88	6358254.22		849468.16		81324.8		316000.0	3625793.5	23890250.89	428528.34	214083.35		6365536.28	7297197.85	27409992.48			812721.82		61174312.6		1443610.8	99898275.8	40275206.19	2300552.5	582386.14	127857.86	542688.45		162677.88										958768.56	984395.5	401599.11		706518.75		3855782.06	663074.32	704385.32	154425.6		10209273.54				12397283.55	3208673.0		984032.91	77288.55	195178.68	7686133.46	484520.4	127739.7	2772502.16	337478.4		438646.04	464882.88		73225.46	13838197.8	824681.91		196435.68	53968393.2			
20191220				6567774.84		195772.5			558928.89				5747066.8	2074506.94	297980.64	756788.4					345860.24	3860669.62	366043.77	1755077.0			77135.12	286864.7	4767469.76	252404.88	15184558.9	5119419.51	368228.08	36220345.91	957531.5	2119586.98		408044.25		1076045.6					11877930.02	101491.25	896972.31	462850.64	45312.79	285045.9	159145.84	1125588.4	481617.88		8838963.04		202556.82	637083.84	1328482.47		3591344.5		6062559.04		155184.48	1521262.47	333276.72	221674.32	767380.0	4571619.36		5619076.0	12890265.3	59585215.2	5998642.06		840245.51		82603.68		265000.0	3360375.72	20812880.36	286498.69	169158.96		5720650.0	6714914.64	25502511.3			584613.12		52165239.84		1360316.36	83906729.32	35441296.52	2013475.2	541453.5	91728.6	468246.1		134812.8										907212.82	921215.04	333037.17		644628.6		3292154.43	649581.3	751928.04	140254.8		8545735.8				10786531.05	2633188.24		754470.48	67037.08	168589.8	7279292.2	445369.85	134237.28	2394273.31	269891.2		360526.88	433601.28		65241.96	12567017.6	728024.7		174973.19	46690901.76			
20200108				7082048.84		216285.93			700968.9				5750314.62	2229078.6	318719.34	734909.13					312245.65	4568168.0	360018.27	1604110.86			92046.64	340917.12	4794493.2	271987.65	15466399.65	5301725.52	397375.0	35802547.98	916873.75	2249149.0		423145.8		1269467.88					12593702.4	97228.2	905776.96	459180.61	44923.13	305410.76	164444.03	1139108.33	520334.98		8778414.78		205532.46	664469.31	1388444.4		3644550.0		6032393.34		171460.8	1713369.9	349077.84	209718.18	770865.78	4846170.02		5867808.66	12997431.72	61935396.19	6402092.36		846940.77		81317.6		666000.0	3433210.1	21878175.0	356316.6	182183.04		5782526.82	7141115.52	25708167.33			619186.12		52766248.9		1492811.31	85928486.85	36779697.6	2086344.6	562520.0	103364.54	454635.16		237931.2					83420.0					961034.82	912913.95	340605.0		633930.29		3243758.05	681215.36	773520.96	142456.96		8688942.99				11538298.2	2815974.58		742938.6	67724.24	169396.08	7342293.16	484211.2	123833.78	2538622.29	290870.65		395717.75	433314.0		55221.39	12471895.01	740267.0		179839.25	47011362.0			
20200207				7750104.48		205005.06							7056543.0	2237292.96	308881.98	700491.24					533991.12	4806813.8	358077.77	1950105.78			100946.14	408085.16	5680279.26	369278.0	18356980.46	6225228.63	461189.43	28724684.88	949686.12	2590026.36		374622.9		1472616.4					13009170.44	151202.24	1000233.72	410099.06	38300.06	303978.06	147481.67	1546779.79	844101.12		9692867.52		321310.36	757434.06	1205010.45		4510163.58		7333489.37		219664.61	1819136.0	420741.68	265376.4	893711.76	5461029.02		5801426.8	15072572.24	70752592.8	6418331.3		971665.95		95972.8		710000.0	4173414.86	25178401.38	369319.86	235831.44		6264912.76	8266525.2	26702021.29			532129.52		59228020.8		1897740.97	92742702.48	28649595.6	2309637.59	545382.8	176786.17	431086.62		189204.35										870476.18	1236638.6	512796.13		542126.55		3703435.84	656252.9	832596.78	129083.64		9901943.8				12295700.88	3716078.8		736569.0	128977.48	341134.11	7361093.55	635423.58	113385.6	2760803.76	241802.3		675270.75	771173.46		55093.5	11573663.4	893186.42		190017.51	48653899.38			
20200320				6239169.75		168544.75							5639648.76	1979928.45	282102.8	671538.42					410417.7	3866473.54	318371.25	1785558.06			84999.72	305820.73	5078018.88	234089.9	16376670.62	5958800.76	291820.68	36975251.66	843086.66	2225183.04		358627.5		1257321.1					12164418.0	106341.48	841228.32	488158.44	39976.95	255883.44	147211.49	1223011.65	640674.4		8816129.0		500418.15	660975.42	992869.52		3636838.4		6356438.55		135604.07	1656170.6	308588.28	174211.58	725780.66	4660967.13		4952464.26	13386627.6	64812174.81	6712886.94		825242.85		81515.7		1350000.0	3778064.09	22629974.4	292214.76	116276.68		5378037.72	7490697.84	22450039.59			405266.56		54803408.49		1480268.8	84053686.21	37918336.11	2023883.62	391608.12	138586.0	378859.07		225193.08					73745.0					731475.2	967020.32	300520.0		561105.74		3496819.47	561868.2	702402.26	133373.9		8595556.32				9616395.3	2805445.5		637161.09	68696.05	168195.44	5960357.76	456174.61	103157.68	2197364.8	255476.5		366028.95	407978.2		51518.85	10332882.56	702896.75		178576.5	45583851.36			
20200407	2881080.0			5659125.16		168356.25							4947939.36	1681450.43	331987.68	859510.62					298368.0	4130162.46	392697.42	1409296.13			80245.0	302339.68	4550682.9	75363.88	15615901.56	6284297.25	303411.15	36407964.57	429084.96	2211525.6		279508.05		907891.2					10251616.92	64186.32	574205.5	378922.88	22042.32	248517.61	145180.6	1130015.88	597184.5		9220343.79		531411.5	702228.8	869288.76		3962161.28		5679347.5		134045.12	1457829.5	232955.1	216884.4	529012.0	4433800.91		4800772.26	12668975.99	52056186.75	6979285.92		804198.4		67582.13		820000.0	2412703.4	20840391.36	207937.5	106457.51		5046280.56	6556934.22	20879286.45			348463.8		48404023.1		833558.4	79284700.0	32809236.48	1612687.89	328243.8	58734.66	349772.8		226215.0							57380.0			708966.68	931397.04	225024.0		633324.12		3662334.0	480036.24	463862.98	150345.68		6939484.16				6391530.99	2143365.44		716775.25	54273.81	185420.19	4936426.74	374464.48	139315.68	1122566.06	218390.56		315040.46	323680.62		60245.58	10034622.0	794964.3		195343.74	46701228.6			
20200507	1948980.0			6629758.05		177411.55							6051072.04	1830017.7	393358.98	938177.12					479278.8	5162049.53	410816.8	1775219.04			104386.0	394431.98	5202273.3	121687.7	17711962.16	7156716.3	379559.45	42064881.11	498274.14	2574785.98		325818.0		1133798.4					12204047.44	91702.71	820326.0	464234.54	31329.75	284374.69	187878.38	1322313.07	784228.77		11299978.8		722722.0	778371.5	1216300.26		4334313.2		6180843.85		161540.28	1720500.88	247334.22	220623.58	641534.4	5147803.1		6357841.97	14770197.36	59466900.72	7834422.08		859731.68		95839.7		580000.0	2938803.21	22790659.9	287402.0	173100.77		5994764.9	7769985.6	23441680.92			500316.46		57660063.04		1250485.6	90530236.72	36904747.5	1960304.46	425827.47		458541.56		259348.3							67950.0			823694.01	1264431.8	281600.0		761691.0		4038215.16	502430.4	585171.28	196886.5		8798319.44				8806994.0	2716919.82		904473.27	60818.58	198223.41	5793595.8	463446.1	178958.4	1521562.66	354503.8		379492.2	402763.55		63336.97	10670123.52	755390.15		257675.46	54502038.0			
20200605	2254540.0					131634.72							6675874.01	1814625.1	488014.74	1378800.0					648505.95	5557006.7	449432.16	1928260.56			125002.83	456548.76	6046663.29	152188.4	19328890.56	8495437.5	393626.31	44726299.18	344356.32	2771935.54		327948.55		1261117.62					14423998.68	126338.94	946403.84	541050.12	28056.69	261917.47	218176.42	1473950.38	822507.26		12505307.84		814642.11	970245.08	1492839.68		4707016.68		6604631.04		178578.51	1845647.76	263701.62	238563.36	638647.95	5483688.84		6717995.13	15914121.6	62361445.8	8582615.58		968792.98		92114.11		1560000.0	2879276.4	24630765.36	384491.38	167669.7		7104489.6	9518007.6	23943624.65			680468.36		60197148.45		1149681.0	94882374.72	37461797.52	1919585.94	423259.59		408611.32		225468.36							69640.0			863938.88	1623034.02	276360.0		974516.27		4264969.55	479462.62	682354.4	255464.12		9494009.8				8775514.72	2366919.88		972341.37	69690.95	211404.7	5952737.28	479341.28	343019.6	1378386.24	361584.96		358604.34	443598.3		67434.74	10692360.58	862557.6		295369.0	57907982.44			
20200619				7182448.03																																																																																																																																																				
20200707		3119050.0		7166279.4		178990.08							6436153.32	1878448.23	519513.42	1670739.56			252579.98		1051207.08	5556367.62	450582.4	1822499.28			113764.39	439303.79	6118990.7	161221.76	19184522.94	8852456.98	388935.43	43121919.78	502307.31	2907375.03		377774.55		1321404.64					13580809.04	239481.06	980336.07	541997.04		270696.9	237916.98	1488438.12	1010194.5		12090058.2		909799.2	846390.11	1414576.02		4595497.08		6218649.12		210655.37	1912901.0	308063.7	250614.21	662347.3	5520369.96	3236378.8	6329240.19	15685892.2	58625253.52	8849980.95		967912.55		74091.68		940000.0	3024464.37	23586729.17	485556.23	202317.96		7146438.53	9039951.88	23482293.75			715321.53		59165056.14		1262811.04	95058389.14	35093124.06	1938942.98	378944.04		452414.67		350412.4								71880.0		759195.39	1565944.7	425403.9		995348.64		3950839.59	517304.36	646455.6	273933.75		9491562.35				8585118.24	1128897.8		819410.4	96825.17	194859.22	5788705.37	545549.68	338432.85	1436720.32	303853.34		467695.02	441241.66		104448.96	9123811.65	875097.9		309791.72	54702328.2			
20200807		1885200.0		8294243.65		172616.58							7681346.52	2291286.24	670885.46	1801969.65			282750.1		1015509.4	6055065.8	442614.04	2011524.84			121152.0	456409.8	8112527.28	118217.09	21192249.2	9835977.88	376478.4	47130558.93	380942.8	3054751.25		316521.83		1632257.13					14408172.52	236055.62	1102458.96	505380.12		231015.98	244732.25	1610336.0	1248169.75		12760483.41		972222.99	953342.88	1680467.04		4953560.56		7378248.81		177301.25	2270279.0	231968.97	296956.56	610971.06	6020481.34	3756910.85	7738938.0	17671001.04	63025907.36	9171235.43		1001020.08		81221.76		800000.0	2876990.88	26663277.94	585623.52	232200.54		8107450.2	10466877.6	25676242.05			862914.0		61003065.38		1200236.7	105540848.16	31887517.88	2105533.98	313922.85		528124.23		270894.04										731407.2	2585303.6	256808.75		1016368.64		4279740.3	721079.8	890661.2	264957.05		10330254.0				8469265.35	2847280.24		855760.78	229699.68	182465.2	6132525.65	571436.88	348129.3	1544261.6	344122.02		726669.76	437630.76		71003.0	10124373.45	882902.6		285518.42	59704513.0			
20200921				8300518.2		183629.61							7510680.99	2151165.48	662970.6	2025673.33			254838.96		1110709.6	6207415.2	394081.08	2174927.65			132039.05	496160.32	7825094.48	153920.33	21400517.04	9294247.5	455044.5	51026405.86	367594.4	3165122.82		352512.38		1742045.3					16393533.36	227075.31	961443.3	492031.98		240503.49	314301.8	1634197.06	1496680.0		12856699.85		921558.78	910152.03	1618853.55		4983906.76		7318736.32		180386.0	1788181.2	256986.51	233584.12	684100.4	6046779.34	3487783.26	7824326.88	17923744.64	67102946.82	9495018.88		1136874.84		89333.76		1640000.0	3051116.1	27826263.88	571309.92	161148.15		8471314.6	11240929.84	27019291.5			872793.28		64692173.34		1585446.75	113548733.82	41266590.1	1943129.52	331696.0		468205.75		232654.38										777784.0	2639766.14	254885.0		912004.3		4556504.52	708697.15	818248.4	241438.32		10272215.36				9657100.78	2377003.64		800076.09	110744.8	186693.64	6158733.2	525772.32	320892.9	1779522.35	337084.59		355918.59	420482.92		72554.88	9516063.82	930337.76		286075.53	65473606.7			2369160.0
20201007			3603040.0	9457088.78		219477.33							8525470.8	2379004.9	654039.04	2108911.8			300999.62		1518950.82	6369414.15	528393.27	2393656.1			143588.28	524499.82	8438210.66	166991.9	22988616.95	9692199.72	439241.0	57397465.0	277236.0	3206785.89		406831.53		2135534.13					17963721.0	236513.75	888399.72	527824.16		262731.96	289382.55	1789130.88	1645609.35		13690862.88		979579.16	1022654.5	1696100.7		5295275.9		7736776.5		179624.88	1856052.0	238180.95	251316.92	719883.19	6078887.85	3555542.4	7370275.7	18414383.28	73765395.58	9762689.0		1262328.0		93895.2		1320000.0	3544053.33	30030895.95	641519.45	198739.74		8788265.7	11598283.4	26295563.28			949806.58		70422105.6		1679554.68	126004303.29	42760572.83	2039662.0	342922.98		522429.9		174483.14									75220.0	867315.44	2965439.52	277995.62		902794.62		4823999.68	695060.1	815558.88	218615.85		11648800.68				10987678.68	2337118.4		836660.79	117793.8	206442.9	6410397.52	558265.41	292195.5	1792442.96	340778.55		379307.16	464044.41		77866.04	9807920.08	950336.2		308880.0	72591883.77			
20201108			2930920.0	11374115.2		283336.47							8860768.39	3546986.52	643416.0	2172498.02			237623.68		1387410.63	6980980.05	779310.35	2818827.54			160476.24	768104.56	9397271.24	165498.32	27715003.68	10946116.0	418062.7	37836553.62	269859.5	3673442.37		439298.72		3023631.0					20278132.56	278489.53	871209.0	486459.66		263075.07	578249.94	2543786.82	2225765.5		14827059.52		1409608.44	1211150.25	1871730.1		6856038.9		8367877.5		180949.56	1841580.42	344493.4	226283.6	799727.43	7064748.15	4335284.7	8207817.03	18363847.59	77653233.36	10331035.4		1560054.6		99059.88		1900000.0	3560433.3	31140059.52	573901.65	255145.44		9399155.7	12523406.35	26511187.12			959709.45		74781021.6		1667997.08	135307143.3	38595037.78	2713409.2	379696.68		501699.0		141386.66									76840.0	1163375.27	4145289.02	682110.0		959053.2		5501839.2	565034.0	785147.22	326151.56		10817442.87				10399773.37	2548628.06		855256.8	225569.4	660736.44	6537211.21	921114.72	253197.46	1728555.4	483630.45		384592.35	433032.8		84643.05	10093370.6	1615799.82		442974.55	79064051.25			
20201221			2616510.0	11935891.17		656078.72							10689063.2	3859002.81	1283874.54	2805027.68			91086.0		120873.6	7712222.32	921354.98	3285319.44		81967.58	611971.36	1233011.36	9577637.94	725364.42	28968072.56	11077353.84	977150.46	40753874.25	1114198.35	4084633.2		841867.39		4325791.44					22681305.92	766900.24	1537111.66	1266985.0		775410.6	1379282.1	2131038.84	3422821.28		15128731.72		245816.3	2250748.5	2837613.48		6118962.92		9310710.73		723419.55	2506217.75	859184.2	682732.0	1276524.2	7150570.35	1983117.15	9390205.8	20089755.79	82187448.0	11453178.0		1832997.25		433406.25		2070000.0	4793437.88	33840233.1	2319642.82	543903.92		9764469.56	14552741.34	27865506.13			1617620.04		78374870.46		2578810.86	136227581.64	38878687.5	2838428.54	784180.57		1424838.4		1057768.8									91005.0	1599741.0	4438245.12	714208.79		1513570.32		5783116.8	1284333.98	1894029.03	941602.24		14261418.56				14898683.23	3867956.0		1263431.34	707549.66	590350.14	8135982.0	1241749.1	1018750.5	3134274.72	880658.52	87010.28	814856.55	1119166.8	84378.21	316110.84	12334853.16	2328462.36		865198.95	84212653.14			
20210108				12143416.13		713829.24							10573086.16	4316606.76	1288890.4	2562552.64			109516.55		109000.0	7683095.14	891875.32	3244453.68		129045.15	595520.64	1216037.76	9561193.07	815914.4	29053305.15	11069860.16	1002772.82	39369742.2	1089398.7	3965908.75		815108.2		5191084.64					24721065.3	896663.24	1552941.06	1263622.36		741741.12	1196325.9	2183002.95	3566504.82		14691650.4		252024.25	2357688.3	2858638.65		6072024.53		9633196.87		828329.22	2567002.1	956286.41	732136.24	1367411.37	6993718.55	2093376.0	9924683.04	19530529.99	87738351.48	11072075.92		1996777.64		458466.75		1000000.0	5237942.28	34594944.9	2241024.76	592203.04		10029491.6	15945401.6	28812217.0			1721609.82		80946589.0		2842935.93	137102294.7	42681804.97	3048784.83	821443.29		1602546.37		1272795.32						98740.0				1552028.0	4762649.1	678944.0		1440969.0		5729598.4	1858424.96	2248402.64	876158.25		15244346.65				15588733.46	3816837.78		1307969.67	815314.32	571249.8	8077038.48	1344361.92	942820.89	3331299.79	911167.8	95961.0	878139.65	1162250.6	72639.7	303832.38	12999524.08	2443458.96		867703.69	79805620.35		3592870.0	
