ADM,AVP,BEAM,BF,BTI,CAG,CCE,CHD,CL,CLX,COST,COTY,CPB,CVS,DF,DPS,EL,GIS,GMCR,HNZ,HRL,HSH,HSY,K,KFT,KHC,KMB,KO,KR,KRFTV,LO,LP4009,LP4011,LW,MDLZ,MJN,MKC,MNST,MO,PEP,PG,PM,RAI,SJM,STZ,SVU,SWY,SYY,TAP,TSN,WBA,WFM,WFMI,WMT
20100707,,32558136.0,,21626144.0,,31142554.0,,,101128231.0,,,,23605487.0,,,,15987451.0,64933219.0,,40359779.0,6727319.0,26445354.0,23991089.0,,,,65853978.0,162521965.0,36423316.0,,26345441.0,,,,,24591476.0,,,100150490.0,,414383783.0,203693131.0,27944453.0,17156366.0,10877911.0,8771514.0,22831987.0,,27153321.0,19261375.0,,,14822749.0,239565525.0
20100722,46179229.0,,,,,,29316044.0,,,,64435723.0,,,,,,,,,,,,,,117107585.0,,,,,,,,,,,,19826776.0,,,118535728.0,,,,,,,,,,,,,,
20100806,,,,,,,,,,27424456.0,,,,107256324.0,4383033.0,22044160.0,,,,,,,,37915352.0,,,,,,,,,,,,,,,,,,,,,,,,45953951.0,,,66347263.0,,,
20100820,58802183.0,45959965.0,,,,37679991.0,39097188.0,,121862656.0,34397327.0,80085681.0,,,,5993995.0,26603258.0,21459325.0,75128891.0,,49913242.0,,33333836.0,28270107.0,45335450.0,146806535.0,,,214742600.0,,,33532295.0,,,,,31331553.0,,,,151695943.0,507750772.0,272539378.0,37252556.0,21030608.0,,10968352.0,28664685.0,59860545.0,34670733.0,24727564.0,,,,306564727.0
20100907,,,,28703056.0,,,,,,,,,28421540.0,134909552.0,,,,,,,8571331.0,,,,,,83690220.0,,47081092.0,,,,,,,,24685218.0,,133079763.0,,,,,,14276789.0,,,,,,85252022.0,,18776429.0,
20100921,66180286.0,42980951.0,,27842909.0,,34661542.0,38786550.0,,113979790.0,34379969.0,79893343.0,,29510625.0,118738661.0,5352914.0,26097068.0,19337046.0,79467941.0,,51910041.0,8620876.0,32524349.0,27963061.0,45019242.0,150589012.0,,84091023.0,217990520.0,43876335.0,,33445207.0,,,,,30784372.0,25034651.0,,134043894.0,150053012.0,495589145.0,274790808.0,35154097.0,20029108.0,13947906.0,9455412.0,26247455.0,53156548.0,33567912.0,23141513.0,80299040.0,,17211139.0,300402824.0
20101007,,47573196.0,,26859978.0,,34831144.0,,,,34909266.0,90989346.0,,29388199.0,138392441.0,5362919.0,,20850776.0,,,53668531.0,8929475.0,30368180.0,,46875391.0,155553947.0,,,228814611.0,,,35184710.0,,,,,33646025.0,26538035.0,,,153521774.0,,296758986.0,,20958452.0,13708668.0,11243495.0,29057325.0,,36481379.0,,99738573.0,,,
20101021,68343651.0,,,,,,43153939.0,,117856285.0,,,,,,,24513875.0,,77891200.0,,,,,26790755.0,,,,84118412.0,,47957629.0,,,,,,,,,,144668878.0,,491992920.0,,38329693.0,,,,,55018004.0,,22149909.0,,,15646431.0,309358456.0
20101105,70529514.0,44546317.0,,,,35299881.0,33065391.0,,116933765.0,34407104.0,87462465.0,,,130933673.0,5401029.0,24913217.0,23265429.0,,,54993603.0,9049314.0,32027154.0,27537455.0,,160779430.0,,,,,,36998965.0,,,,,34365335.0,27680749.0,,151344167.0,149122967.0,515545677.0,306249183.0,41378279.0,21907261.0,15140835.0,10381601.0,31112027.0,56143524.0,36134901.0,21234455.0,,,16588404.0,
20101119,,,,26082058.0,,,,,,,,,29415174.0,,,,,79026967.0,,,,,,46143742.0,,,80914213.0,236991567.0,48149268.0,,,,,,,,,,,,,,,,,,,,,,99678185.0,,,309578568.0
20101207,,39276408.0,,26377052.0,,31693263.0,,,109110636.0,30040528.0,88558353.0,,25859019.0,,3549161.0,23470825.0,23022944.0,69915521.0,,50812277.0,9092183.0,31514659.0,24479421.0,,141679137.0,,74321804.0,229504190.0,48451488.0,,32433198.0,,,,,,25897598.0,,134323018.0,138744115.0,465444294.0,279965187.0,37087464.0,20263840.0,14867910.0,8176360.0,29361670.0,51989230.0,34270554.0,20320781.0,96384790.0,,18524350.0,
20101221,57685023.0,,,,,,31264239.0,,,,,,,126679721.0,,,,,,,,,,42488270.0,,,,,,,,,,,,32716920.0,,,,,,,,,,,,,,,,,,290470361.0
20110111,,39214851.0,,,,32670812.0,,,111519455.0,30296348.0,,,25765472.0,139360977.0,4232306.0,,,68835778.0,,51445927.0,9338841.0,34831103.0,24171994.0,42093584.0,144918424.0,,,,44762986.0,,32334033.0,,,,,,26712706.0,,,136875050.0,473978348.0,279602112.0,38352386.0,20722227.0,15766265.0,8547829.0,27490372.0,51320372.0,,,100526733.0,,,
20110124,,,,27579797.0,,,,,,,91324435.0,,,,,,,,,,,,,,,,,,,,,,,,,33495657.0,,,135292405.0,,,,,,,,,,35405987.0,21668809.0,,,19612407.0,
20110207,,,,,,,32397943.0,,,,,,,,,21004563.0,24105042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110221,58624756.0,,,,,,,,,,,,,,,,,,,,,,,,,,73984589.0,235606268.0,,,,,,,,,,,,,,,,,,,,,,,,,,278077852.0
20110307,,36146257.0,,,,32276180.0,,,104940858.0,,,,,127628300.0,,,27161884.0,69188779.0,,50313122.0,9616173.0,32801388.0,25834874.0,42512162.0,141044418.0,,74493458.0,220548124.0,,,,,,,,,,,,127981023.0,447442954.0,288862304.0,38865413.0,20929068.0,,7378165.0,25689370.0,,,,107710797.0,,,
20110320,69794355.0,,,26384973.0,,,32788367.0,,,31246750.0,91104732.0,,24038375.0,,4869619.0,20749042.0,,,,,,,,,,,,,44156071.0,,29135834.0,,,,,31018516.0,26348453.0,,134280671.0,,,,,,13931121.0,,,46723879.0,31071933.0,22579911.0,,,21866290.0,258154601.0
20110407,76178470.0,39793117.0,,29211568.0,,37026683.0,37476429.0,,124792068.0,,101831188.0,,25428860.0,150651888.0,5242707.0,23839728.0,31685019.0,76396341.0,,55343417.0,11010789.0,37218025.0,30243807.0,48035820.0,157128395.0,,82546317.0,255398153.0,52086015.0,,39542971.0,,,,,33967609.0,29915108.0,,155980374.0,147069950.0,,337891964.0,45424634.0,24295186.0,15482000.0,8624252.0,30907502.0,52420461.0,36119895.0,26299209.0,112236018.0,,27882044.0,292032998.0
20110421,,,,,,,,,,36091199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494200349.0,,,,,,,,,,,,,
20110508,85594378.0,47204217.0,,,,39099182.0,,,142299556.0,39172458.0,122699281.0,,,,,27456124.0,34822266.0,88135894.0,,63533184.0,,44199741.0,35060295.0,,183774987.0,,91377528.0,283837349.0,,,48392421.0,,,,,,,,,171733342.0,568779220.0,390487315.0,51891392.0,27891863.0,,11872342.0,34908401.0,,40998543.0,29774765.0,130518175.0,,28990134.0,337054080.0
20110523,,,,33554377.0,,,42650261.0,,,,,,28164750.0,173768374.0,6404928.0,,,,,,12772941.0,,,55640024.0,,,,,57672128.0,,,,,,,42813985.0,33541043.0,,175727322.0,,,,,,18661257.0,,,59803227.0,,,,,,
20110607,84848079.0,53990185.0,,38279240.0,,45995756.0,49054723.0,,167016080.0,44827651.0,141688991.0,,32955894.0,210048108.0,8985780.0,32638738.0,41623096.0,102761166.0,,77035269.0,14407532.0,47850450.0,38452735.0,,216562554.0,,106857336.0,318131472.0,66669151.0,,59574094.0,,,,,49083776.0,38763051.0,,207870980.0,,664516079.0,456761634.0,62914691.0,33316377.0,,12264828.0,40116676.0,75361597.0,44373995.0,32241628.0,,31953435.0,,383203739.0
20110621,,,,,,,,,,,,,,,,,,,,,,,,62785947.0,,,,,,,,,,,,,,,,200729062.0,,,,,20763906.0,,,,,,150891456.0,,,
20110707,,47072221.0,,,,43121434.0,,,152645147.0,38319599.0,,,30257576.0,,7355631.0,,39206465.0,,,69018838.0,,42913241.0,35858564.0,,202473577.0,,,295176459.0,,,,,,,,,,,,182837029.0,580250398.0,388264834.0,54078340.0,29088438.0,,10374738.0,33684563.0,,39414821.0,,134573854.0,30925748.0,,
20110721,77955394.0,,,36404181.0,,,45025049.0,,,,128953858.0,,,186692450.0,,30382045.0,,89153625.0,,,13519412.0,,,55800787.0,,,93508099.0,,58628145.0,,51077305.0,,,,,45072589.0,35271878.0,,180763278.0,,,,,,18450437.0,,,67453013.0,,30522061.0,,,,331860428.0
20110805,82558272.0,46346745.0,,,,44970607.0,,,,,,,,,,,,,,71669343.0,,45388007.0,37416534.0,,,,,313558129.0,,,,,,,,,,,,,589904667.0,434968425.0,53999765.0,31164686.0,,9965523.0,30555681.0,,,,,34168721.0,,
20110819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174731743.0,,,,,,,,,,,,,,
20110907,,,,37682897.0,,,45587294.0,,154872923.0,,130545788.0,,,189796620.0,6943379.0,28756612.0,41097368.0,94030203.0,,,,,,59135844.0,207670888.0,,96507717.0,,61793691.0,,52376934.0,,,,,50051471.0,36383671.0,,189195889.0,,,,,,18991431.0,,,,41713126.0,29007019.0,,,,
20110921,,,,,,,,,,42753335.0,,,30420896.0,,,,,,,,13808876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,69553466.0,,,130048268.0,,,345972062.0
20111007,,44251039.0,,,,55100350.0,50580346.0,,206652048.0,,175181528.0,,37492272.0,,,36871834.0,43429271.0,,,87440241.0,16441912.0,49915174.0,50590184.0,71905312.0,,,,398728570.0,,,67361941.0,,,,,61635598.0,,,243599464.0,,761703150.0,480739262.0,73474546.0,36289828.0,,9855370.0,31795906.0,,47932160.0,,138277514.0,45161045.0,,
20111021,85264301.0,,,44863329.0,,,,,,49994342.0,,,,221984571.0,7145541.0,,,125293154.0,,,,,,,260181677.0,,133313293.0,,69547565.0,,,,,,,,44048274.0,,,215941451.0,,,,,22093032.0,,,76384117.0,,36192724.0,,,,400332752.0
20111107,,43023034.0,34954701.0,49864681.0,,60074898.0,56897705.0,,219573079.0,,185367099.0,,,,,,51054241.0,,,96704561.0,18702431.0,56675399.0,51055086.0,,,,136511361.0,,76579390.0,,70227764.0,,,,,66963756.0,,,261160360.0,,804768994.0,561741440.0,79112593.0,40220371.0,24417728.0,12389791.0,38634253.0,,53433080.0,41994148.0,,52046170.0,,456223656.0
20111121,103794599.0,,,,,,,,,52434784.0,,,40152823.0,250246942.0,8177740.0,37211964.0,,130923837.0,,,,,,76473138.0,284371402.0,,,420693301.0,,,,,,,,,48251353.0,,,228968998.0,,,,,,,,85245066.0,,,145560806.0,,,
20111207,104988321.0,38885084.0,36095161.0,51756482.0,,58223827.0,53854072.0,,216065584.0,49452643.0,184589521.0,,38260601.0,260226206.0,8307547.0,35276862.0,59461261.0,131930744.0,,92595244.0,18571134.0,58670867.0,50009222.0,67398619.0,283993270.0,,136021394.0,402337442.0,74425467.0,,68844552.0,,,,,68259562.0,47029365.0,,264317418.0,226240618.0,789222624.0,595714575.0,83208578.0,,22850704.0,11035359.0,38768795.0,85298123.0,49783789.0,42589286.0,143682403.0,47762824.0,,460433053.0
20111221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38561253.0,,,,,,,,,,
20120109,101184183.0,41079229.0,36470466.0,53841141.0,,62551984.0,53389615.0,,223226518.0,52409402.0,183337914.0,,40036622.0,271836997.0,9422919.0,38751735.0,57345194.0,136428771.0,,97343003.0,18429332.0,60338772.0,54420899.0,70728421.0,301695083.0,,144670695.0,425660956.0,78808727.0,,70499331.0,,,,,64002634.0,50215100.0,,278664634.0,238080064.0,839000730.0,623030961.0,84588271.0,40753017.0,24896437.0,12524650.0,40698619.0,89636011.0,53068830.0,44229055.0,142281565.0,50784586.0,,476996467.0
20120207,83964612.0,34637376.0,30869496.0,45019682.0,,52382741.0,45991207.0,,181698844.0,44815444.0,150062681.0,,31650761.0,230699184.0,7504274.0,31586260.0,49034499.0,111469407.0,,77422321.0,15010982.0,50625847.0,44601045.0,57412975.0,256382488.0,,116664185.0,340546901.0,64087703.0,,55051859.0,,,,,57192516.0,41724874.0,,221260447.0,195529530.0,657227648.0,492046642.0,66411988.0,34045797.0,20867518.0,8835184.0,35244365.0,76279811.0,43334684.0,33110960.0,119014519.0,44790254.0,,405992612.0
20120307,90580751.0,36063964.0,32176978.0,44807977.0,,51038852.0,49114162.0,,184747350.0,43685895.0,155395680.0,,32933351.0,246701916.0,8464351.0,30648101.0,49052042.0,106136293.0,,,14699835.0,52995019.0,43877403.0,60083121.0,252277712.0,,117620205.0,348750742.0,63522764.0,,66519821.0,,,,,59413676.0,41231297.0,,232144461.0,185329033.0,696649455.0,544096292.0,70268299.0,32222869.0,21586574.0,8265244.0,34048324.0,73781535.0,43948692.0,33252482.0,117110252.0,48358279.0,,386972138.0
20120321,,,,,,,,,,,,,,,,,,,,77914255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20120410,89515599.0,38731289.0,42159912.0,38394907.0,,48703702.0,39782753.0,,194031775.0,41016798.0,163988139.0,,29524506.0,240116679.0,14057171.0,39635030.0,61054268.0,107575767.0,,74141074.0,21440563.0,56406184.0,42953440.0,58253772.0,252529008.0,,122187646.0,674563286.0,61201549.0,,73890210.0,,,,,72742622.0,34238221.0,,259443653.0,253860063.0,745518481.0,614560924.0,60868040.0,42208748.0,21340460.0,9757015.0,26932668.0,75422133.0,33745663.0,27507042.0,122705781.0,59349541.0,,430410077.0
20120508,85707767.0,42508418.0,40140311.0,39046577.0,,47113303.0,41243570.0,,193136741.0,41074143.0,156670640.0,,29086933.0,235300265.0,14038670.0,39284198.0,63471369.0,104275562.0,,72658280.0,20728922.0,56779648.0,46305411.0,54108391.0,260529030.0,,127690054.0,684389834.0,57799418.0,,75824754.0,,,,,74109209.0,34540093.0,,266376068.0,248424261.0,694507312.0,610553297.0,59029325.0,40572286.0,19259488.0,,26607961.0,71783554.0,30454046.0,25745372.0,126383625.0,58196833.0,,407644244.0
20120611,93465075.0,34308821.0,45098128.0,41818893.0,,48340625.0,39464258.0,,202131261.0,42695265.0,161992488.0,,28710613.0,249790012.0,18834360.0,42213209.0,55401020.0,108247812.0,,76206906.0,22474174.0,56787241.0,48668260.0,54979476.0,263680754.0,,136015202.0,706407818.0,57662141.0,,72971087.0,,,,,73938538.0,36865935.0,,280530229.0,269249018.0,716482136.0,607788439.0,63718744.0,41347309.0,17147392.0,,23542723.0,73119055.0,29664932.0,28849071.0,115993591.0,65392070.0,,480216060.0
20120706,86828962.0,36065898.0,47440331.0,46470515.0,,51215587.0,41744690.0,,211086820.0,45721963.0,175775013.0,,31374571.0,252784732.0,20036521.0,45003626.0,56915797.0,109433611.0,,78456504.0,24193536.0,,52078826.0,56904089.0,265013494.0,,141781939.0,723874502.0,60360243.0,,77622508.0,,,,,73820864.0,40063790.0,51712718.0,260815984.0,260085938.0,688828795.0,610829498.0,67980151.0,42192587.0,25434249.0,,24992863.0,78766811.0,34050418.0,29332818.0,111697486.0,70797472.0,,493775864.0
20120807,81503601.0,36603252.0,50699588.0,47678491.0,,51793474.0,46359818.0,,231210399.0,48727582.0,189004823.0,,33052570.0,259972910.0,15457254.0,49796457.0,58505301.0,116709040.0,,84598362.0,23575169.0,,55088882.0,58439352.0,289407730.0,,156227186.0,794470738.0,61287301.0,,80372758.0,,,,,71050773.0,42712079.0,51274031.0,288390619.0,284322547.0,770883375.0,679822487.0,74452633.0,45571165.0,28161066.0,,22741782.0,82477472.0,36781128.0,24833555.0,145695281.0,72399621.0,,559854248.0
