ACV,ADM,ADNT,ALV,APTV,ATVI,AVP,BC,BEAM,BF,BG,BGG,BGS,BLD,BTI,BWA,BYND,CAA,CAG,CCE,CEDC,CHD,CL,CLX,COH,COLM,COTY,CPB,CPO,CPRI,CQB,CRI,CROX,CTB,DAN,DAR,DECK,DF,DHI,DLM,DLPH,DMND,DPS,EA,EK,EL,ELY,ENR,EPC,ERTS,F,FDP,FIZZ,FLO,FOSL,GIII,GIS,GM,GMCR,GNTX,GPC,GPRO,GRMN,GT,GTX,HAIN,HANS,HAR,HAS,HBI,HELE,HLF,HNI,HNZ,HOG,HRL,HSH,HSY,HYH,ICON,INGR,JAH,JCI,JEF,JNY,K,KATE,KBH,KDP,KFT,KHC,KMB,KO,KORS,KRFTV,KTB,LANC,LEA,LEG,LEN,LEVI,LKQ,LKQX,LNCE,LO,LP4018,LUK,LULU,LW,MAT,MATK,MDC,MDLZ,MHK,MIDD,MJN,MKC,MLHR,MNST,MO,MON,NKE,NTY,NUS,NVR,NWL,PEP,PF,PFGC,PG,PHM,PII,PM,POOL,POST,PPC,PTON,PVH,RAH,RAI,REYN,RL,ROKU,RYL,SAM,SEB,SFD,SHOO,SJM,SKX,SMG,SNA,SPB,STZ,SWK,TAP,TBL,TEN,THO,THS,TIVO,TOL,TPR,TPX,TR,TRW,TSLA,TSN,TTWO,TUP,UA,UAA,USFD,UVV,VC,VFC,VNE,VSTO,WBC,WDFC,WHR,WRC,WWAV,WWW,ZNGA
20191007,,4865152.0,427813.69,1317138.25,,8633051.0,,950251.81,,2430339.25,1704658.38,,,,,1611095.63,326666.75,,3175165.25,,,3954087.75,13414472.0,4061459.5,,596745.5,655855.5,1682926.5,,,,867315.88,,,441575.19,670315.19,904495.69,,3772771.0,,4763341.0,,,6131357.5,,9360598.0,,593036.63,,,7634933.5,,110323.32,946757.19,,,7074817.5,10015293.0,,1492039.0,3094161.75,,,712384.88,,368317.72,,,2962739.75,1178031.38,841904.38,766589.25,,,1199024.0,2582475.25,,4910548.0,,,1160054.13,,,986184.81,,3403214.0,,,1552978.13,,3696666.5,10398912.0,44559140.0,1069012.13,,,582052.69,1392988.5,1144764.25,1762249.135,171588.48,,,,,850000.0,,4629576.5,2253083.75,835023.69,,,16967916.0,1580279.63,,,4090527.25,579581.75,4777177.0,16250184.0,,25006388.0,,503725.31,2717382.75,1517181.13,40769288.0,,1029151.69,66203868.0,2003780.63,1075482.25,25125464.0,1712634.75,1546110.75,357718.34,,1391298.88,,,,1052652.25,1848775.63,,709591.94,240625.0,,594292.94,2668645.0,1062495.5,,,521137.19,7372742.5,4660544.0,2297297.5,,,661611.81,661518.5,,1127971.88,1589284.5,755633.63,,,7249464.5,5398652.0,3017059.25,,749421.69,797899.13,1915835.38,,,6179732.5,321205.72,,1457741.25,,2139602.0,,,514925.47,1165577.25
20191107,,5025419.5,394833.28,1311604.0,,9223659.0,,1071499.5,,2559473.25,1640574.0,,,,,1847382.63,185621.09,,2824993.75,,,3709058.0,12632484.0,3985710.0,,563955.75,737966.31,1676190.5,,,,962504.5,,,501312.25,682428.69,947674.19,,3782580.25,,4923907.0,,,6097396.5,,8843727.0,,584365.0,,,7225049.0,,109328.52,897253.19,,,6587489.0,10020231.0,,1533774.0,3216088.25,,,791976.5,,405449.63,,,2451141.5,1180220.0,807056.63,913501.5,,,1308854.63,2436757.75,,4695581.0,,,1131359.0,,,1009766.94,,3390469.0,,,1615313.88,,4317251.0,9816244.0,44956732.0,1010769.25,,,591236.63,1404171.75,1447480.75,1896451.21,160593.84,,,,,1130000.0,,4956611.5,2439920.5,885458.44,,,16234167.0,1842863.13,,,4243662.0,589480.5,4660418.0,17957834.0,,24060026.0,,532686.44,2680166.75,1551442.5,41161700.0,,962048.56,66876688.0,2170835.25,1216453.13,27194200.0,1777003.25,1516848.88,338908.69,,1386977.13,,,,1068763.5,,,739558.5,232049.95,,690012.06,2586729.25,1072743.25,,,501346.84,6831514.5,4928364.0,2125512.25,,,747606.69,651589.25,,1102742.5,1592045.0,898767.88,,,9564435.0,5235971.0,2923301.5,,771690.5,833847.0,1866037.13,,,5766472.0,341133.75,,1480550.75,,2074004.13,,,545577.75,1246926.13
20191220,,5131809.5,407317.38,1376982.0,,9026115.0,,1081250.5,,2649320.5,1621737.75,,,,,1863782.13,182346.08,,3015067.25,,,3724967.75,12488850.0,4000283.0,,576737.5,728497.13,1685601.13,,,,991982.63,,,523551.59,841544.19,1042379.63,,3997819.75,,5161992.0,,,6388983.5,,9280525.0,,686137.19,,,7620366.0,,123454.68,889404.31,,,6906113.0,9707436.0,,1552912.0,3272208.25,,,797964.94,,423972.72,,,2747934.0,1169356.63,869892.38,932724.5,,,1223750.5,2653676.25,,4736823.5,,,1191077.63,,,1130376.5,,3475324.25,,,1774780.25,,4072878.5,10071845.0,44105996.0,1208238.5,,,671311.44,1434456.13,1476261.13,1898224.28,151221.36,,,,,803000.0,,5476368.0,2625634.75,867660.31,,,16262023.0,1791322.63,,,4469723.0,605707.06,4966795.0,19926420.0,,25118612.0,,456929.75,2794623.0,1571888.5,40759596.0,,1062520.63,65560744.0,2193517.25,1204738.75,27691736.0,1768863.63,1556649.63,351634.5,,1542924.5,,,,1194264.88,,,759032.0,226136.34,,711627.31,2572288.0,1154555.38,,,624262.19,6678251.5,5137118.5,2035202.13,,,753633.88,589711.19,,1113833.75,1655456.0,838784.19,,,10020608.0,5685003.0,2947591.5,,721634.88,762778.19,1870741.0,,,6204440.5,346919.31,,1481980.5,,1951025.38,,,557223.88,1259051.88
20200108,,5448813.5,390745.0,1397492.0,,9639825.0,,1033215.5,,2600842.5,1717867.5,,,,,1889112.25,168814.8,,3519187.25,,,3645089.25,12460109.0,4071113.0,,616469.06,702180.0,1762910.25,,,,1019267.5,,,554772.38,974376.0,997624.88,,3735280.25,,5119737.5,,,6628744.0,,9706554.0,,681585.81,,,7647353.0,,125203.08,881252.63,,,6835755.5,9717556.0,,1548082.63,3259242.75,,,761417.25,,439210.5,,,2837952.0,1132149.13,956303.0,934093.63,,,1211687.38,2648769.0,,4603119.5,,,1307899.5,,,1135601.75,,3636432.75,,,1631622.0,,4225545.0,9957244.0,45069900.0,1219426.63,,,671139.19,1594264.0,1414039.75,1721354.795,171545.97,,,,,552343.63,,5863336.0,2653509.25,992063.25,,,16750214.0,1711978.13,,,4428934.5,521041.5,5123019.5,19688896.0,,26656788.0,,483236.16,2791564.5,1544403.88,40243848.0,,1141620.5,65773840.0,2087168.38,1232197.25,27956320.0,1795672.88,1531218.5,360421.16,,1644020.25,,,,1231044.5,,,736429.63,229529.7,,706267.19,2509220.5,1223097.63,,,628049.0,6711457.5,5320254.0,2140153.5,,,866221.38,577295.5,,1076173.38,1571514.88,835340.69,,,12578765.0,5674796.5,2926934.0,,789141.94,860328.0,1941224.5,,,6891987.5,330300.53,,1464213.0,,1968935.38,,,577999.94,1222457.75
20200207,,5483861.0,491652.34,1324319.63,,9887857.0,,1126020.63,,2712228.75,1633666.38,,,,,1558343.38,256505.66,,3525863.75,,,4008548.0,13916457.0,4345059.5,,600994.06,665997.13,1800446.75,,,,1028242.56,,,488497.0,979094.56,1173142.0,,4368960.0,,4763926.0,,,6934939.0,,9558937.0,,652959.88,,,7558872.5,,109549.23,912785.88,,,6946147.5,9239581.0,,1659082.13,2992088.0,,,672925.63,,426096.0,,,2853073.0,1095901.5,1045824.63,791685.31,,,1131692.25,2892170.25,,5064749.0,,,1293072.0,,,1201258.0,,3737908.0,,,1678191.63,,4002327.25,10806885.0,49561220.0,1000034.81,,,674274.0,1493311.13,1376873.88,2132582.905,181670.0,,,,,565000.0,,6314629.5,2935251.25,1113972.13,,,18182632.0,1724349.63,,,4443010.5,502875.16,5595599.0,19541674.0,,26408348.0,,399651.16,2919982.0,1637883.5,43584800.0,,1334731.88,68397312.0,2503748.75,1162418.88,28318300.0,1934006.75,1531323.13,298480.91,,1422440.0,,,,1239647.0,,,722382.25,219769.77,,658527.69,2601750.75,1101247.63,,,628899.81,6941491.0,5330385.0,2295065.0,,,976305.0,552148.0,,1262175.13,1566481.0,914276.0,,,20387562.0,5368058.0,3104657.75,,768526.38,835916.13,1941134.88,,,5979980.0,286555.75,,1530132.0,,2033955.5,,,562419.56,1250576.75
20200320,,4612765.0,457613.38,1153227.88,,9828679.0,,953131.19,,2462418.25,1462915.0,,,,,1436093.63,208256.95,,2858605.75,,,3754705.75,12745121.0,4403340.0,,520238.69,599137.75,1678779.88,,,,886710.19,,,455846.0,927487.31,1068001.0,,3931326.0,,4388610.5,,,6514036.0,,8992728.0,,606803.88,,,5964824.5,,107966.37,912785.88,,,6517833.0,8439868.0,,1487991.0,2789673.5,,,496365.94,,417648.0,,,2163540.75,1054486.5,910567.19,659432.06,,,1032415.0,2545795.25,,4699833.5,,,1224010.25,,,1037968.0,,3313756.0,,,1639957.38,,3395124.75,9897761.0,45394340.0,861845.75,,,629802.0,1348077.63,1147443.13,1939228.21,157157.5,,,,,1160000.0,,5734841.0,2793166.0,897726.0,,,16731317.0,1586459.25,,,3975783.25,445496.63,5243563.5,16597883.0,,24510678.0,,300688.75,2805392.75,1294037.0,40518952.0,,1092732.75,62145944.0,2254215.0,1044582.19,28034090.0,1860456.25,1482851.5,242451.28,,1209327.0,,,,1152380.25,,,751591.31,194655.0,,558450.63,2586182.0,974305.25,,,519014.59,6354616.5,4807483.5,2048545.75,,,914346.25,471801.81,,984072.25,1425455.13,745930.25,,,20933470.0,4406576.0,2677219.25,,534031.69,587792.38,1625585.75,,,5189328.0,270721.53,,1523928.0,,1779171.88,,,468356.34,1393915.25
20200423,,4246859.0,171223.45,784838.56,,9909190.0,,623926.81,,2193144.5,1260851.88,,,,,1092409.63,151381.8,,3096279.5,,,3415403.0,12333006.0,4714999.0,,440527.78,330652.81,1690933.13,,,,627458.56,,,244203.08,681876.88,810700.0,,2472344.0,,2725877.25,,,6342363.5,,7689748.5,,420838.0,,,4078572.75,,107478.0,854083.44,,,6916194.5,5665729.5,,1216406.75,2121366.25,,,294061.31,,451150.84,,,1974422.25,615308.06,783811.25,586611.75,,,631599.44,2812298.75,,4261332.5,,,1094221.5,,,710306.88,,3239160.0,,,1406786.25,,3341211.25,9505600.0,37001144.0,355541.28,,,618336.0,970612.5,759259.44,1207499.19,113088.14,,,,,1112000.0,,4926404.5,1808585.38,660529.75,,,15636278.0,984105.94,,,3783863.25,284826.0,4657428.0,15665372.0,,22356514.0,,263685.81,1934539.88,1098309.13,36316320.0,,628135.19,59486240.0,1233269.25,601682.38,24616120.0,1708357.13,1196925.25,204955.31,,605778.19,,,,718756.63,,,735487.56,157516.8,,390635.69,2745363.0,690074.31,,,345805.97,5207122.0,3296400.0,1589150.38,,,504894.59,535451.19,,503888.0,775808.63,430587.22,,,16180072.0,3704316.5,2911045.25,,340470.53,376615.31,843527.31,,,3840545.25,158917.2,,1501080.75,,1176832.75,,,267064.0,1405352.88
20200507,,4609408.5,290132.63,1050470.0,,10915483.0,,868551.75,,2526501.75,1250715.75,,,,,1313934.25,230943.67,,3628106.25,,,3829153.0,13426559.0,5216591.0,,472181.41,358304.81,1883096.5,,,,770661.0,,,368920.0,751411.44,928411.19,,3530120.0,,3958368.75,,,7437640.5,,8752262.0,,560985.06,,,4418858.0,,129894.78,956079.38,,,8069878.0,6248132.0,,1365148.38,2568037.75,,,371678.47,,464964.97,,,2048814.38,802446.25,922596.5,770866.63,,,752720.25,2904325.25,,4378665.5,,,1207362.75,,,731426.94,,3636036.0,,,1578418.38,,4211199.0,10583472.0,39450392.0,515556.75,,,595199.25,1196798.38,1030889.88,1627440.75,120315.26,,,,,572000.0,,5971385.5,1998924.75,675416.31,,,16512086.0,1161763.63,,,4320785.0,296716.56,5260587.5,16346997.0,,24217906.0,,361678.22,2402500.0,1177745.75,41126052.0,,853292.56,65532772.0,1607545.25,909322.63,25876502.0,1890123.75,1359380.0,255310.0,,812885.75,,,,818884.25,,,957745.0,174643.8,,432507.63,2921931.5,840440.31,,,420007.25,6149854.0,3734678.0,1718360.0,,,812936.0,648487.25,,645081.13,914584.31,543251.25,,,24820780.0,4092661.75,3054333.5,,401761.81,437160.69,1050662.0,,,4241881.0,217839.72,,1537172.88,,1572405.25,,,369352.75,1591686.5
20200605,,,325282.22,1103303.75,4251096.5,12221052.0,,993205.56,,2654671.5,1220896.75,,,,,,295451.88,,3741664.5,,,4071271.25,13699664.0,5720550.0,,467291.75,235630.56,1903185.38,,506126.09,,840629.38,,,400359.38,844544.63,1129313.13,,4098117.0,,,,,7929078.0,,9712167.0,,623841.94,,,4913889.0,,145469.94,1004462.19,,,8420253.0,7191198.0,,1478154.63,2678211.75,,,389495.03,,559273.69,,,2067321.75,790150.81,1013658.25,899026.88,,,726520.31,3000652.25,,4447047.5,,,1242813.63,,,775658.88,,3593878.75,,,2083809.25,,4193769.0,10715353.0,39779624.0,,,,669852.88,1289674.0,890719.63,1945708.33,124323.84,,,,,822000.0,,7948616.5,1938736.75,704343.94,,,16584480.0,1224368.38,,,4783444.5,299190.94,6066831.0,16121871.0,,27145974.0,,454525.5,2474196.5,1107401.0,40539368.0,,769652.0,63886640.0,,1110266.13,25224470.0,2380289.0,1278824.38,241528.95,,745435.19,,,,832120.19,,,1150355.0,167580.0,,400639.69,2871719.5,926915.38,,,455738.91,6392836.0,4214367.5,1575947.38,,,1051553.75,657399.13,,861933.88,829627.19,655691.94,,,26276616.0,4008038.5,3405884.0,,336337.25,362451.25,928136.88,,,4060181.5,237073.77,,,,1701460.0,,,372690.13,1912780.0
20200619,,4836152.0,,,,,,,,,,,,,,1467165.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912409.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200707,,5011679.5,322045.47,1148084.5,4725224.5,13224057.0,,1144882.88,,2625211.0,1322123.88,,,,,1654864.0,321016.09,,3873623.75,,,4298112.0,14188777.0,6205319.0,,517887.66,302386.56,1898992.75,,527793.81,,795621.31,,,396004.34,914953.06,1240988.38,,4147216.5,,,,,8618904.0,,9590604.0,,683571.06,,,5370500.5,,159811.38,971542.0,,,8450057.0,7204706.5,,1426318.0,2836461.25,,,469558.84,,559144.94,,,2159534.25,888060.13,1077054.75,946064.31,,,823202.63,3059256.0,,4319845.5,,,1257035.0,,,793423.19,,3736816.0,,,2166494.0,,4493460.5,10883667.0,39053672.0,,,,693890.25,1344107.63,1051617.75,1992666.44,126656.8,,,,,490000.0,,8064210.5,2109242.5,758476.13,,,16501901.0,1365721.0,,,5015765.5,314744.91,5858372.0,16492379.0,,27490964.0,,448246.75,2548342.5,1371539.75,41493136.0,,873063.56,66928592.0,1939301.63,1206666.88,24668336.0,2458792.25,1269088.13,202426.66,327093.75,770289.56,,,383668.56,783070.94,,,1172043.63,167227.73,,431334.31,2725983.0,966409.88,,,424207.81,6644426.0,4858508.0,1462636.5,,,1327576.88,560289.63,,851185.63,831062.38,703814.88,,,35768708.0,3973581.0,3596300.25,,393159.0,413803.91,982332.06,,,4392311.5,241123.64,,,,1820414.63,,,434627.75,2062042.38
20200807,,5459711.5,335562.25,1171775.63,4782480.0,14609728.0,,1218567.13,,2901879.0,1419706.13,,,,,1742818.75,305433.41,,4185898.75,,,5435613.0,15173969.0,6789729.0,,493490.88,254112.73,1925695.38,,512166.19,,785783.06,,,381316.22,1050950.0,1344849.75,,5022602.5,,,,,9382042.0,,10188718.0,,730594.63,,,5925078.5,,170125.8,1006346.25,,,8800541.0,7193011.0,,1518106.5,2984325.5,,,478881.5,,610518.69,,,2127939.0,1132095.63,1088649.75,1097202.13,,,912741.94,3270908.25,,4918348.0,,,1332013.5,,,836924.38,,3960302.0,,,2370663.75,,4916168.0,11881622.0,41902920.0,,,,718888.5,1383392.5,1214406.25,2374281.03,116371.2,,,,,820000.0,,8545110.0,2013461.0,882311.75,,,18176914.0,1090032.38,,,5529897.5,316258.13,6732799.0,17548540.0,,27775512.0,,532459.19,3120539.0,1434163.63,43830944.0,,850014.75,74489800.0,2522565.25,1368019.63,27446210.0,2900022.0,1306696.5,186272.25,391105.25,789800.44,,,380858.91,779522.88,,,1799987.25,156788.5,,374631.84,2861580.25,913008.94,,,506829.28,6868184.5,5422775.0,1617112.0,,,1444367.25,567556.63,,1016502.0,846516.31,801728.81,,,48080688.0,4150148.75,4288631.0,,427344.19,452528.31,1023871.13,,,4416601.5,229521.91,,,,2327722.5,,,450149.0,2156574.25
20200907,,6551163.0,401490.38,1620306.25,6081708.5,16954978.0,,1293067.75,,3516111.25,1711571.13,,,,,2219217.75,378478.09,,4922854.0,,,6208921.5,17887238.0,7365666.0,,638951.19,281552.69,2346827.0,,621783.38,,912285.94,,,534354.75,1381359.75,1503541.25,,6220609.0,,,,,10608646.0,,13130702.0,,774616.88,,,7018960.0,,247863.36,1242250.0,,,10212751.0,9831471.0,,1746753.75,3589853.25,,,585506.06,,676490.5,,,2650647.25,1406496.5,1372250.75,1082725.38,,,1115632.25,3764363.25,,5773177.5,,,1422098.75,,,1040437.75,,4673820.0,,,3571933.75,,5752692.0,14155489.0,50443036.0,,,,925032.63,1639794.5,1425980.0,2826201.045,135347.52,,,,,870000.0,,11320064.0,2418530.75,979686.13,,,21971704.0,1447642.13,,,6716552.5,369412.66,8260042.5,21416548.0,,36555804.0,,644573.75,3809862.75,1604535.88,51202016.0,,1271862.38,90228784.0,2961890.75,1531463.25,32734486.0,3446582.0,1488330.13,222960.0,504871.94,1038864.56,,,426606.75,864023.0,,,2244639.0,187810.0,,429632.63,3610808.0,1068689.75,,,640700.0,8163978.0,6550877.0,1862577.75,,,1373295.5,636670.31,,1290158.75,1071548.63,972418.75,,,96138384.0,4869826.0,5139637.5,,457571.56,484496.28,1410181.5,,,5523460.0,363961.38,,,,2911409.0,,,536995.06,2282060.0
20201007,,6003114.0,,1331226.13,5753011.5,14520406.0,,1083767.25,,3194773.0,1483056.38,,,,,1865873.38,1903711.88,,4053727.75,,,5385701.0,15372292.0,6164496.5,,612600.13,178656.3,2275711.75,,,,877921.19,,,,1356097.13,1432485.13,,5817006.0,,,,,8752337.0,,11440665.0,,526785.25,,,6047773.0,,184851.19,1112659.5,,,8756833.0,8659928.0,,1470762.75,3190669.5,,,,,663842.19,,,2449670.0,1274316.75,1138865.25,1061987.25,,,873918.5,3188019.0,,4910398.5,,,1178186.25,,,902340.0,,3809001.5,,,2978481.5,,4509901.0,11702941.0,44353812.0,,,,810500.38,1382426.88,1266101.0,2724457.51,203559.41,,,,,960000.0,,9069532.0,2237938.0,945711.0,,,19069494.0,1356208.25,,,5590856.5,,6880679.0,16687573.0,,36318096.0,,,3303244.0,1505910.13,44598016.0,,1067957.75,80414608.0,2884885.5,1263023.88,27138732.0,3115571.0,1258352.0,170720.72,4752405.0,981078.0,,,390251.91,761467.94,,,1870956.5,170201.41,,,3062319.75,957248.75,,,,7399607.5,6018917.5,1466672.63,,,1221995.25,531794.13,,1298492.13,1003367.88,993487.44,,,74319120.0,4067302.0,4390060.5,,447287.03,494995.94,1139352.75,,,5216203.0,,,,,2661991.75,,,,2119725.0
20201108,,6127725.0,,1417914.75,6213956.0,13941060.0,,1200360.13,,3034546.0,1892853.13,,,,,2039299.0,1676970.88,,4088020.0,,,5213507.5,16131979.0,6238639.5,,543239.0,196512.7,2254954.5,,,,845776.81,,,,1657392.0,1696058.75,,5273647.5,,,,,8253531.0,,11817049.0,,548657.06,,,7203857.5,,217959.36,1104345.75,,,8613902.0,10371224.0,,1625114.5,3111334.5,,,,,615030.75,,,2515019.0,1331544.13,1142719.25,1052348.88,,,1199133.63,3258432.25,,4832544.0,,,1130270.13,,,1001604.38,,3806165.75,,,2979228.75,,4727317.5,10784738.0,44311512.0,,,,771388.0,1574637.5,1320504.13,2404619.94,245489.45,,,,,810000.0,,9023135.0,2200065.25,1139853.0,,,18095540.0,1474791.5,,,5335875.5,,6741759.0,15991450.0,,35651512.0,,,3285017.75,1593550.13,44016488.0,,1061807.13,81405456.0,2607091.0,1251323.88,26377396.0,3343675.25,1287125.63,195556.69,5416491.0,987840.63,,,368616.72,766970.06,,,2255020.5,213590.0,,,3052513.25,1028672.38,,,,6621262.0,6329561.0,1584513.88,,,1111212.0,521893.09,,1155470.13,1461422.38,1015223.0,,,68988080.0,4016287.0,4224513.5,,569330.94,624737.63,1097500.75,,,5120774.5,,,,,2747950.75,,,,2145913.0
20201207,,6673112.0,,1685360.25,7734254.5,14803547.0,,1422862.38,,3552508.5,1988067.5,,,,,2291567.25,1666628.75,,4309400.5,,,5237850.5,17718316.0,6181350.0,,603742.19,492946.41,2445227.75,,,,934928.94,,,,1882775.13,1724338.13,,5949868.0,,,,,8902514.0,,13352768.0,,590942.25,,,8561523.0,,276150.5,1051473.13,,,8965841.0,13322450.0,,1937189.75,3424358.0,,,,,779086.0,,,2861788.75,1190442.75,1231735.0,1130053.13,,,1486660.75,3194510.5,,5260447.5,,,1244583.75,,,1180641.63,,3913401.0,,,4238457.5,,5150366.5,11464656.0,48135112.0,,,,795512.31,1885081.63,1379889.63,2626553.6,289458.59,,,,,760000.0,,10585330.0,2539235.25,1297318.5,,,19800832.0,1819501.75,,,5592198.0,,7552456.5,17861206.0,,40462668.0,,,3361628.5,1940974.25,48189552.0,,1386598.38,83426848.0,2823602.75,1337664.0,28464956.0,3346883.75,1432013.63,223260.91,5785504.0,1362935.5,,,400700.38,995386.0,,,2044124.63,201771.98,,,3226047.25,1098552.38,,,,8345577.0,7101833.0,2091482.0,,,1282907.38,559162.38,,1309274.88,1883676.5,1162871.13,,,102098752.0,4629461.0,4980271.0,,685305.0,756768.5,1672532.38,,,6430223.5,,,,,2925377.5,,,,1992441.0
