ACV,ADM,ADNT,ALV,APTV,ATVI,AVP,BC,BEAM,BF,BG,BGG,BGS,BLD,BTI,BWA,BYND,CAA,CAG,CCE,CEDC,CHD,CL,CLX,COH,COLM,COTY,CPB,CPO,CPRI,CQB,CRI,CROX,CTB,DAN,DAR,DECK,DF,DHI,DLM,DLPH,DMND,DPS,EA,EK,EL,ELY,ENR,EPC,ERTS,F,FDP,FIZZ,FLO,FOSL,GIII,GIS,GM,GMCR,GNTX,GPC,GPRO,GRMN,GT,GTX,HAIN,HANS,HAR,HAS,HBI,HELE,HLF,HNI,HNZ,HOG,HRL,HSH,HSY,HYH,ICON,INGR,JAH,JCI,JEF,JNY,K,KATE,KBH,KDP,KFT,KHC,KMB,KO,KORS,KRFTV,KTB,LANC,LEA,LEG,LEN,LEVI,LKQ,LKQX,LNCE,LO,LP4018,LUK,LULU,LW,MAT,MATK,MDC,MDLZ,MHK,MIDD,MJN,MKC,MLHR,MNST,MO,MON,NKE,NTY,NUS,NVR,NWL,PEP,PF,PFGC,PG,PHM,PII,PM,POOL,POST,PPC,PTON,PVH,RAH,RAI,REYN,RL,ROKU,RYL,SAM,SEB,SFD,SHOO,SJM,SKX,SMG,SNA,SPB,STZ,SWK,TAP,TBL,TEN,THO,THS,TIVO,TOL,TPR,TPX,TR,TRW,TSLA,TSN,TTWO,TUP,UA,UAA,USFD,UVV,VC,VFC,VNE,VSTO,WBC,WDFC,WHR,WRC,WWAV,WWW,ZNGA
20120907,,4093521.0,,,,1293176.88,1739557.98,507221.34,2589398.4,1267802.755,2530303.44,220214.88,,,,2003740.2,,,2674025.76,2302177.08,,2092395.2,12305495.84,2471412.9,3721899.17,,,1691821.67,,,,665854.47,361784.15,281965.8,502329.34,503050.52,419394.05,590902.53,1277399.28,,,,2523217.64,963665.94,,3189837.24,,1328233.83,,,8990695.56,242476.5,,764233.94,976991.32,,6114213.0,2972662.2,585159.96,595636.04,2604612.34,,,727922.3,,543590.09,,737638.35,1081226.7,753051.7,,1663606.12,256267.65,4637474.37,2624277.15,1032390.9,780772.07,2868523.9,,326302.92,1031338.88,934962.0,4374635.5,,221631.76,3023178.3,,,,18308017.53,,8913576.51,44050382.4,452001.63,,,361970.96,927570.6,846000.46,1204357.51,,1356318.7,,,4382893.44,311714.0,,,,3111173.37,,302446.98,,955927.7,478730.88,3894969.6,1899151.6,281545.5,2661591.74,19208807.31,11951952.66,8977562.85,,779993.91,1026297.48,1334181.15,29683294.9,,,46295058.32,999191.2,1274112.32,41102005.68,467458.52,209804.8,,,1339745.81,856085.49,4003835.64,,2325750.42,,272829.0,,,726458.0,424798.01,2249164.8,,428685.6,1027273.68,,1298224.2,2963026.33,1710870.64,,465095.91,335221.64,521602.84,270545.77,1131504.3,,472934.0,182890.08,1067859.6,397233.54,1172040.84,202826.78,764440.86,1161314.08,,,277110.9,442118.19,3440319.9,,,939241.84,188163.8,1356537.24,454883.58,,559773.57,
20121005,,4128407.75,,,,1241173.92,1711056.6,536483.74,2359611.52,1278204.295,2404187.8,214716.04,,,,2024195.4,,,2670046.74,2276497.23,,1952028.4,11980286.52,2427813.0,4313827.3,,,1770318.06,,,,726346.98,404736.09,316761.54,511170.86,496888.14,488910.96,777684.04,1350910.62,,,,2435513.12,1144473.81,,3591904.25,,1155384.1,,,8935279.12,240009.9,,732496.8,1136631.0,,6109404.21,3161465.3,764889.84,639970.56,2522484.08,,,769405.2,,668582.09,,826192.47,1119185.87,798718.47,,1447151.34,262480.68,4602472.0,2500857.96,1043052.96,780353.31,2819437.74,,337909.0,1049792.66,981533.97,4748743.62,,260824.62,3151797.55,,,,18825175.23,,8430056.8,40093361.0,579800.65,,,371617.2,994746.94,850675.42,1312798.83,,1429855.38,,,4205840.1,760576.49,,,,3052014.42,,323252.28,,1017922.4,552835.15,3851144.94,1889280.0,295453.8,2316774.02,17830460.28,11955586.17,9205874.8,,622889.37,1078290.36,1338510.36,29063623.95,,,47385142.79,1187642.88,1251462.36,39464884.8,490484.28,207756.0,,,1562683.8,999613.52,3924124.2,,2510001.65,,300727.77,,,744863.28,442719.8,2443227.38,,439324.2,1032969.6,,1488360.96,2860837.98,1775453.48,,473498.67,360176.64,475134.7,285007.86,1246108.48,,509149.52,186088.95,1166095.38,405639.96,1200558.24,232480.25,773213.84,1226775.75,,,283394.25,624169.26,3454385.0,,,986026.24,187625.64,1487542.98,538315.98,,581714.07,
20121107,,4293461.52,,,,1140768.96,1649868.0,488129.1,2181744.18,2373468.75,2344671.45,216422.64,,,,1893614.0,,,2689831.87,2072513.06,,1799486.7,11459673.6,2235927.65,3832888.4,,,1501473.22,,,,656363.44,350833.03,290634.54,438359.7,519051.91,327048.64,723340.35,1372642.56,,,,2244757.3,966254.67,,3546493.57,,1150262.37,,,9017679.92,232627.2,,559853.74,1110247.6,,6194921.6,4186841.75,732236.25,592968.6,2266165.96,,,712042.28,,682983.0,,747238.08,1057881.55,750040.76,,1269135.0,278773.28,4297463.55,2311876.68,937025.04,759373.68,2581530.24,,299664.96,1005787.44,948108.12,4494202.8,,236421.9,3060545.04,,,,17596451.15,,8122851.32,35213832.7,1452239.44,,,341931.0,906015.25,841254.15,1355230.29,,1320400.5,,,3648960.75,2781629.0,,,,2903576.76,,356294.52,,1110357.52,519570.52,3582585.92,1970142.24,274590.0,1990217.52,16276322.79,11632356.0,8366980.87,,503974.57,978775.5,1318527.21,26410302.45,,,45808881.36,1251811.0,1233186.63,36355996.5,467816.58,195750.72,,,1583024.52,961848.0,3410684.64,,2211133.83,,323340.0,,,637131.6,429680.16,2262450.31,,403401.6,999855.44,,1139884.6,3076840.0,1678337.75,,408324.0,381723.2,457537.5,313588.38,1190830.28,,428712.27,,1066086.9,468714.24,1110234.06,227999.8,717570.1,1032408.36,,,284642.8,563797.26,3362496.0,,,880736.24,189082.88,1539141.24,508101.0,,522323.64,
20121207,,4331009.76,,,,1123129.26,1640824.72,518932.82,2155616.88,2376305.7,2540956.19,233484.5,,,,1845987.72,,,2767936.32,2132606.64,,1732388.04,11454809.6,2295597.3,3910832.7,,,1558651.84,,,,672127.98,278094.6,311068.89,478300.2,478394.73,260590.26,759770.28,1421507.2,,,,2210331.55,958989.85,,3619620.42,,1147307.31,,,10421509.32,233250.39,,557089.17,1164352.8,,6361738.08,4793745.0,759614.56,612171.0,2377414.2,,,686528.29,,638979.0,,692180.44,1017185.37,803045.71,,1402111.75,306682.88,4512522.15,2610470.52,965040.4,759726.09,2556951.3,,310135.05,1142910.16,918162.6,4314309.5,,221248.54,3161069.76,,,,,,8068446.7,35247309.24,1523007.12,6586913.88,,346432.8,1041527.4,908625.97,1489395.03,,1520520.43,,,3707099.55,556214.09,,,,3069548.46,,360832.64,11532187.34,1181100.5,572395.95,3074182.62,2003142.96,279312.95,1679994.03,15828322.8,11231446.44,8225387.94,,626507.21,1067316.94,1461951.84,26385217.56,,,46696840.8,1436116.14,1314059.5,36554734.08,483242.76,251895.2,,,1903486.94,969944.84,3341776.56,,2299048.71,,372299.04,,,676861.02,430144.24,2296350.96,,405153.84,1097158.04,,1269907.56,2851833.6,1646481.24,,454309.05,407605.54,475898.85,311219.3,1206383.46,,386737.88,,1156796.72,488955.66,1188046.75,248555.8,807069.6,985519.08,,,282492.0,570345.3,3367136.64,,,919607.57,175359.04,1858068.96,704670.72,,502691.22,
20130108,,4224741.0,,,,1164843.68,1449014.4,555858.9,2134648.84,2552797.5,2566379.64,235201.68,,,,1823382.6,,,2919053.88,2073875.34,,1812238.05,11632068.0,2377157.25,3966898.56,,,1592524.5,,,,646610.64,288934.05,378521.94,505361.02,478753.73,341776.54,758290.74,1301115.06,,,,2268557.85,1136119.53,,3362830.75,,1237396.64,,,10503646.05,235807.65,,653070.22,1140921.56,,6391078.82,4778327.92,1141903.8,618765.0,2424732.68,,,743412.6,,653387.07,,640397.28,1073533.98,849324.7,,1238155.98,325435.84,4505512.2,2570731.28,1001436.94,797651.85,2668200.32,,331208.64,1191897.45,956559.89,4532478.12,,216031.2,3293381.18,,,,,,8141599.88,35313872.16,1459126.95,6433630.28,,353554.32,1046988.25,943001.0,1490026.8,,1564496.16,,,3805756.76,345817.75,,,,3077395.42,,326040.48,11051068.83,1200678.37,572363.27,3341446.38,2057914.56,298320.0,1919551.95,16531636.17,11740738.92,8619571.52,,589155.8,993423.36,1514813.55,26282341.19,,,46262933.64,1365190.53,1300815.78,36444272.76,471304.39,269527.44,,,1944592.3,1174508.64,3448371.28,,2304353.21,,360524.1,,,725324.88,437444.28,2325967.24,,384748.8,1112795.52,,1271730.72,2909478.6,1551599.04,,467676.81,396647.4,457014.6,351772.2,1148373.28,,382240.95,,1242958.8,576428.08,1336896.63,270408.2,868341.5,966059.37,,,278941.0,635318.1,3394786.5,,,955383.85,169686.08,1899519.68,703803.1,,509492.16,
20130207,,4508722.68,,,,1120643.64,1547864.4,653215.95,2429427.12,2395973.25,2654566.11,248849.4,371568.75,,,2094956.62,,,3004870.0,2140759.64,,1871467.95,11605926.26,2387630.98,3936158.59,,,1562897.55,,,,704974.2,323760.61,398430.96,578053.91,473083.76,358241.92,763967.23,1382107.72,,,,2297801.8,1110615.08,,3591779.58,,1239929.94,,,12341906.85,253882.25,,666196.83,1258339.6,,6517365.21,5517254.76,1276245.52,673511.34,2465187.34,,,845724.4,,605962.72,,759504.96,1034853.4,874437.84,,891191.7,341481.6,4623052.0,2760681.0,1045628.63,861787.5,2698644.74,,381247.92,1234543.23,950918.1,5247244.0,,211223.88,3452367.75,,,,,,8257929.44,34952467.5,1503547.92,6733152.13,,335709.88,1136432.08,963588.0,1587751.53,,1568679.5,,,3771824.43,730363.27,,,,3140677.68,,358814.36,11314130.58,1309372.31,598612.49,3344971.74,2106527.74,315452.34,1971789.44,15905275.3,12648363.45,9414368.4,,485799.6,1056160.0,1599453.67,26459896.53,,,46401864.54,1544308.24,1351280.7,34927562.16,494805.44,278589.5,,,1960880.64,1232059.95,3355167.12,,2297074.24,,409128.5,,,676284.21,431576.7,2337362.72,,424862.25,1147645.71,,1340396.25,3120572.39,1667825.83,,530722.76,408960.18,471985.02,380108.96,1208689.38,,469232.49,,1358852.67,605087.55,1392590.2,250323.36,887272.2,937939.31,,,289977.1,709455.24,3325416.19,,,1030914.66,,1980563.75,734522.91,,501390.3,
20130307,,4405288.77,,,,1127655.56,1720464.54,757805.12,2288288.7,2299049.8,2728753.3,266820.12,388325.0,,,2036166.82,,,3123562.19,2205945.94,,1893200.4,11180760.21,2398640.31,3392214.0,,,1542480.78,,,,717399.53,317647.36,373269.06,560838.24,464380.49,331624.95,796063.87,1548996.54,,,,2199145.58,1127683.7,,3429566.91,,1264342.31,,,11576535.95,236912.85,,723448.32,1337276.28,,6344767.08,5037969.59,1316591.01,638942.0,2474455.19,,,791750.4,,600104.7,,711106.4,1011493.79,859903.64,,921910.56,334768.28,4558405.92,2780881.0,1087861.52,885439.38,2785675.9,,383357.0,1187013.62,1015460.72,4984535.34,,213888.0,3392064.0,,,,,,8212005.44,33679707.04,1551096.42,6419958.0,,323713.8,1114946.0,972727.04,1598791.52,,1560269.54,,,3557362.57,1632154.95,,,,3027408.76,,358205.2,11579175.93,1384812.52,621418.56,3617676.0,1937214.5,339550.9,1674344.5,15991971.28,12703817.1,9249954.85,,524247.36,1109973.48,1585487.0,26421747.95,,,48184174.08,1653123.18,1310269.05,34531390.4,500125.3,288534.05,,,1968962.68,,3342875.82,,2392317.6,,421548.36,,,682050.6,439188.48,2253772.27,,393523.72,1104707.7,,1149038.88,3040470.42,1650786.84,,493215.68,434307.68,447364.36,389794.8,1313034.45,,541816.72,,1370153.25,630618.12,1488476.92,258210.89,990066.6,923697.46,,,300286.36,697827.13,3049297.96,,,930062.38,,2106261.9,701132.17,,496177.0,
20130408,,5029897.5,,,,1450592.0,2026592.1,779269.4,2328843.77,2385024.52,2596073.3,280654.04,372703.8,,,2089730.44,,,3332308.23,2315359.58,,2077085.08,12183819.82,2628336.86,3286729.98,,,1770785.52,,,,685663.55,330669.92,383725.12,595420.7,468805.41,341720.14,736459.0,1494947.4,,,,2177248.68,1282389.62,,3688762.7,,1363046.11,,,11525766.98,239375.75,,773935.52,1328199.48,,7153903.75,4978631.25,1409254.32,639037.5,2642031.88,,,762107.72,,588234.0,,687859.8,1110995.22,928012.04,,1043551.29,341479.2,5567694.1,2854545.94,1199888.34,950551.2,2987572.32,,384202.92,1213578.4,1093757.1,5158656.81,,209889.52,3586742.5,,,,,,8843746.84,35805119.68,1676971.92,6883515.52,,338191.74,1240305.56,1036753.74,1520870.49,,1511948.88,,,3587765.68,302892.71,,,,3351932.0,,357245.28,11779591.25,1473678.0,669804.66,3645869.7,2138647.84,336648.0,1804839.27,16288088.85,12948206.86,9529356.34,,520273.6,1110120.0,1608196.02,28098167.95,,,49935609.1,1565279.8,1341391.61,36745141.0,509183.64,299653.66,,,2282006.8,,3394547.52,,2549315.12,,379096.36,,,664041.92,434198.32,2478753.0,,412703.34,1122575.95,,1602903.68,3184359.4,1653940.31,,510050.28,395860.29,503555.36,369420.24,1225795.12,,588697.38,,1429394.95,597543.48,1562031.01,316970.64,1037251.57,913059.84,,,314320.86,737300.28,3406617.5,,,1040764.4,,2109793.05,,,496905.0,
20130508,,5437410.92,,,,1506581.71,2195493.57,756843.74,2495279.34,2650368.0,2641932.72,293111.2,395272.36,,,2191351.56,,,3627553.0,2373291.44,,2185334.19,12701798.45,2839157.1,3436012.66,,,1992392.64,,,,717134.94,320349.12,397653.02,647639.09,518846.44,469856.53,822993.22,1660176.0,,3187342.8,,2342053.8,1297144.5,,3756960.25,,1508017.33,,,12625288.7,252155.08,,927162.18,1259760.6,,7804392.32,5208822.06,1713300.6,702511.08,2957838.0,,,759021.12,,695945.52,,739295.95,1234670.06,1098314.92,,946885.8,391277.25,5672255.49,2950794.6,1356659.56,1059702.2,3217340.21,,411384.74,1364678.4,1165819.95,5874330.21,,,3937897.17,554826.56,,,,,9296538.36,37941616.8,2452305.78,7473911.2,,366520.0,1282421.64,1182739.14,1678197.84,,1586717.44,,,3746618.55,1991589.54,,,,3692504.17,,350923.75,13324379.95,1609923.84,699281.4,3839196.5,2390595.65,396151.39,1680352.52,16919260.98,13854219.54,10479880.95,,572655.2,1244286.72,1826817.3,29876287.05,,,51528403.74,1682814.32,1438034.52,37395505.6,546528.0,343955.16,,,2044236.59,,3503943.42,,2520687.28,,441713.06,,,810552.8,434376.66,2605032.36,,411688.04,1181865.7,,1774685.28,3176696.01,1866239.13,,580608.7,396669.78,578401.7,376346.25,1258285.76,,726285.42,,1443200.0,666106.2,1720423.12,362987.4,1082809.78,973312.0,,,320548.8,747215.0,3621219.25,,,1093580.28,,2279762.7,,,545085.45,
20130607,,6010570.36,,,,1701908.0,2690937.24,768293.22,2787771.51,2870760.0,2834531.34,291672.81,438952.64,,,2429836.28,,,3936787.11,2583220.86,,2369871.77,14116291.97,3034275.0,4445166.06,,,2236219.44,,,,898589.38,379930.32,423055.33,687464.25,586563.39,510245.84,959583.9,1961372.48,,3645691.74,,2672172.92,1421919.45,,4470370.35,,1608030.32,,,14459827.32,260604.96,,1017088.38,,,8766626.24,6343448.76,1907000.2,866655.0,3181358.07,,,825069.84,,815886.0,,818684.81,1460369.73,1326581.52,,1101317.14,416430.85,6244269.66,3325671.1,1492612.09,1187830.98,3601350.72,,499713.3,1496511.82,1223686.87,6442225.11,,,4367110.8,664726.94,,,,,10755390.51,43626652.56,2697361.68,8204107.66,,412014.6,1488123.9,1238435.12,1829673.36,,1932877.52,,,4375294.68,450761.65,,,,4230353.34,,394988.0,15038823.9,1737267.84,754780.68,4416080.31,2565596.22,394088.63,2184428.4,19731829.5,15390625.6,12407724.0,,721177.68,1299860.0,2028838.5,34212761.97,,,56390251.95,1920857.87,1476262.32,42354781.92,612553.92,385001.68,,,2423494.59,,4103679.38,,2966654.04,,550092.48,,,859648.0,537312.87,2975191.83,,473499.35,1351702.2,,2023004.55,3225882.01,2165342.4,,626454.0,438848.88,620407.98,390569.0,1389314.83,,,,1735962.93,1041467.1,1879071.96,376250.56,1167321.1,1190688.8,,,361414.0,835405.9,4227378.4,,,1227332.16,,2413022.2,,,643700.75,
20130621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409984.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778619.0,,,,,,,,,,,,,,,,,,,,,
20130712,,5514907.53,,,,1584587.16,2647476.68,785772.99,2701234.4,2710338.06,2642433.6,292710.6,394861.6,,,2435991.36,,,3622618.32,2533754.6,,2180950.65,13212738.24,2827129.32,4250358.3,,,1994774.76,,,,955215.78,403532.64,423698.48,727303.72,599458.09,479308.72,511943.47,1767123.12,,3720298.2,,2432939.74,1790576.15,,4221745.08,,1537102.6,,,15977967.04,264808.84,,993925.45,1472144.4,,7909016.28,6735298.6,2348643.08,849711.98,3130900.76,,,964357.44,,803437.2,,937905.3,1322701.76,1271978.46,,1248609.18,428995.59,6028383.96,3201388.92,1389200.34,1105223.84,3477339.53,,452944.77,1365533.52,1221467.34,6642421.2,,,4025804.0,668274.53,,,,,9751361.98,39819682.59,2877470.1,8487153.24,,415318.92,1490083.14,1185696.0,1688479.44,,1895461.92,,,4183183.48,356019.52,,,,4005706.75,,376035.63,13610520.0,1680001.04,795542.34,4265822.33,2381740.24,425894.61,2044777.63,18850012.1,14009691.84,11622601.7,,806265.6,1203571.44,2014452.96,32373504.47,,,54474192.44,1910844.54,1577825.2,38917752.81,620075.4,357771.2,,,2338587.38,,4021947.89,,2765196.37,,533217.28,,,1066992.48,516864.5,2813553.28,,476150.71,1377736.25,,2101846.5,3300542.86,2005453.08,,693258.08,487406.52,615119.12,415956.3,1334714.37,,654748.08,,1765881.25,1818922.56,1845150.0,395765.76,1135420.58,1247440.0,,,355063.28,820603.63,4212968.04,,,1236284.64,,2607837.12,,627177.28,680497.65,
20130807,,5726992.08,,1894275.03,,1549791.06,2336538.15,742454.1,2604297.26,2627559.9,2669302.86,245064.6,462467.1,,,2553572.15,,,3731921.2,2323654.08,,2182559.28,12873120.29,2807222.1,4111393.44,,,2046051.99,,,,969798.51,373593.0,539874.92,726679.8,566722.86,447165.03,485258.58,1526840.0,,3777672.25,,2404205.85,1779049.47,,4053470.87,,1601023.79,,,15586025.0,,,973441.35,1395924.72,,8017641.3,6571496.73,2384280.9,850176.2,3101955.31,,,964370.88,,788735.8,,946061.0,1320736.63,1296349.62,,1188445.92,421333.67,,3150505.4,1333363.38,1040465.24,3430851.84,,430915.32,1300588.4,1130456.25,6282719.76,,,4177198.05,688585.82,,,,,9574701.24,39373660.62,2803862.18,8511682.76,,388624.17,1430604.52,1135842.06,1526041.72,,1967866.5,,,4228573.44,866417.4,1979872.2,,,4011022.44,,326595.46,13047396.66,1753044.16,821364.61,4111403.16,2380700.96,406050.0,2245633.81,18012432.12,,11812831.04,,824080.96,1109166.0,1938168.75,32415585.33,,,54080085.7,1655549.84,1554295.0,36307725.82,628657.95,366525.7,,,2599539.4,,3946701.78,,2713992.54,,475225.1,,,1046886.5,511231.46,2837243.9,,482568.59,1332655.8,,2055664.92,3208877.6,1923541.26,,707590.56,556373.34,610308.48,357843.2,1257755.98,,680757.3,,1838660.56,1997553.42,1865677.68,353381.82,1049980.35,1187034.8,,,346926.45,814500.48,4335162.3,,,1192724.61,,2322651.6,,577931.25,704086.73,
20130909,,6166420.54,,2007208.19,,1960736.98,2539860.3,877234.5,2681877.34,2820493.98,2866945.18,250634.25,473196.88,,,2828640.63,,,3874288.95,2480943.52,,2258610.9,13469432.86,2901764.1,3831257.43,,,2143580.4,,,,933792.76,309516.14,545897.04,824400.5,616531.3,485409.99,527876.1,,,4009016.16,,2446605.3,2029132.2,,4051524.1,,1626967.6,,,17027885.68,,,1013615.12,1490573.7,,8601112.0,7084827.18,2451622.7,832840.72,3257708.67,,,1166832.0,,885734.4,,1056551.15,1360588.0,1606426.44,,1731885.5,445162.91,,3262571.9,1463658.35,1113269.78,3645664.36,,481171.68,1337280.0,1180401.2,7066746.66,,,4313482.56,734203.86,,,,,9750078.0,39394632.0,3044374.06,8630147.4,,413738.49,1645093.23,1152998.28,1439508.87,,1997796.24,,,4122390.37,377211.36,2031594.43,,,3725665.29,,317855.44,14318095.22,1860170.67,864101.26,3785567.64,2422995.96,421650.0,2259374.55,18071116.04,,11686131.6,,1127718.12,1113496.8,2000560.8,33151428.82,,,56477800.5,1456139.43,1841002.38,37428578.46,633096.1,389444.05,,,2739650.52,,4038628.72,,2843959.26,,479254.44,,,1066848.8,543355.14,3094975.12,,501947.25,1419904.5,,2060107.41,3512745.44,2017468.06,,755252.91,611467.65,661058.88,357843.2,1267007.02,,614852.55,,2034645.74,2502844.92,2012393.2,413813.18,1144775.24,1340586.1,,,367616.1,849986.48,4429151.0,,,1268201.46,,2720321.4,,664709.85,741476.43,
20130923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131007,,5953377.22,,1987816.06,,1779712.32,2196545.85,844933.68,2585314.9,2605777.02,2858270.04,236276.93,460022.34,,,2862727.78,,,3618570.9,2471691.2,,2104372.95,12996979.06,2792365.5,3808181.91,,,1977773.54,,,,964168.52,304761.32,519660.75,790820.8,614405.33,519936.69,463940.24,1285378.5,,4106032.56,,2342962.2,2069528.4,,4033627.04,,1579501.06,,,16331840.59,,,917816.13,1575206.82,,8157823.92,6731277.12,2741637.15,830996.52,3059838.33,,,1269008.64,,992809.2,,1117469.1,1348165.24,1505676.72,,1613165.41,391079.88,,3447050.6,1431862.23,1021577.58,3533362.65,,480878.64,1252506.0,1114982.0,7122985.38,,,3953374.49,734820.32,,,,,9225073.8,37527122.0,3349534.81,7896478.1,,367595.91,1632743.75,1061595.36,1351956.81,,2240719.68,,,4100096.7,571322.15,1887724.53,,,3590041.5,,279580.18,14043363.62,1836721.17,897904.26,3899384.13,2289005.4,382050.0,2126012.55,17462903.92,,11667558.6,,1128661.93,956795.58,1873212.0,31639495.09,,,54792343.62,1347563.79,1792900.57,35019517.68,624819.55,358466.5,,,2676455.0,,3891561.52,,2583869.61,,412651.82,,,1077453.02,570618.0,2919486.84,,526520.19,1401192.0,,2145533.25,3539313.12,1966285.79,,720873.51,579564.99,605559.36,377921.28,1179893.06,,597174.57,,2128668.33,3317301.0,2109297.0,433406.16,1097098.91,1450620.8,,,293972.94,924055.44,4209042.43,,,1251037.59,,2612881.5,,680002.8,725231.25,
20131021,,6116803.08,,2107584.63,,1783056.54,2250096.8,910586.56,2636620.95,2788424.64,2815350.08,,458547.6,,,2923580.65,,,3225506.08,2518070.83,,2095805.05,13163651.2,2684747.16,3872393.42,,,1830240.18,,,,1133037.7,299801.08,471147.6,845148.52,630314.08,570735.36,456985.4,1390721.68,,4153778.84,,2298100.68,1973200.95,,4501839.6,,1430052.35,,,16740792.67,,,945611.2,1471830.88,,7746411.76,8527623.72,2488300.56,932090.16,3155195.34,,,1391361.2,,927368.0,,1136109.42,1371396.88,1553762.16,,1485333.53,412234.92,,3609388.64,1428373.44,953647.02,3484105.0,,454017.74,1293027.97,1441690.8,7151612.0,,,3806702.41,777195.51,,,,,9090534.04,36376732.2,3353921.64,7866629.28,,380802.56,1666722.16,1079038.35,1480144.8,,2408392.98,,,4217469.96,577873.39,2150325.6,1942001.3,,3632903.82,,293167.69,14092561.24,1998425.75,1005901.65,3785626.28,2150886.8,433439.72,1784546.5,17342628.0,,13684141.12,,1415037.2,987210.06,1994850.0,30882649.5,,,52146063.86,1452693.0,2083673.4,35301790.51,660874.62,330468.82,,,2438723.43,,3889814.76,,2513615.07,,469858.6,,,,544113.64,2781354.16,,609347.19,1458272.0,,2397770.2,3651872.97,1992015.81,,774417.5,650280.16,610157.9,398789.08,1243398.63,,669730.6,,2103003.21,3964336.32,1981947.24,403823.92,1125487.47,1604333.85,,,297685.85,953971.68,4408957.5,,,1329454.28,,2923967.48,,871131.34,736667.73,
20131107,,6537824.1,,2073615.97,,1716049.92,1841910.0,989610.64,2643342.1,2876652.66,2933272.95,,431790.6,,,2863920.1,,,3256007.98,2517403.98,,2191255.1,13833448.3,2853701.79,3464788.88,,,1845111.51,,,,992302.5,262686.06,382373.01,697113.2,666266.64,578584.98,443781.0,1303684.2,,3915568.8,,2339326.75,1954023.75,,4399874.8,,1479596.91,,,16346209.6,,,1074238.62,1544859.8,,7846864.6,8433578.85,1998677.01,1030635.52,2960854.8,,,1249736.64,,961889.11,,1335695.72,1444340.6,1632700.16,,1326282.02,425407.5,,3464179.76,1416622.16,978957.77,3598839.36,,474042.15,1235038.56,1585012.16,7656561.9,,,3947053.0,787468.23,,,,,10031904.0,36583414.68,3334166.55,7853613.98,,388061.24,1513980.57,1023085.74,1428683.4,,2405310.66,,,4625178.72,612834.57,2155823.8,1768163.35,,3707246.61,,274064.91,14525953.84,1958624.22,1053336.55,4007627.82,2215081.95,433194.52,1884526.67,18096125.49,,13740060.88,,1661341.44,948508.88,2071729.6,31448146.38,,,53629466.5,1493578.3,2035617.75,34978976.16,615472.84,338016.5,,,2465614.01,,3943829.01,,2435073.64,,447747.6,,,,534574.32,,,624839.52,1466138.16,,2627672.0,3070194.71,2068200.0,,787718.01,624651.68,648790.56,409504.77,1211726.64,,561559.05,,2134551.09,3156255.96,1869025.49,382790.43,1122686.95,1575040.35,,,297869.51,934639.16,4585090.0,,,1299422.88,,2808064.32,,838939.26,702060.66,
20131206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835743.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20131231,,6641330.5,,2223439.84,,1838905.71,1933503.03,1038075.5,2738409.03,3052338.74,2953703.92,,460856.04,,,3072349.56,,,3485360.51,2612358.72,,2261173.5,14517751.81,3043118.54,4086060.9,,,1729565.61,,,,962878.75,306649.8,372567.0,743140.32,611514.27,715745.04,421595.04,1415237.32,,4137025.9,,2456530.52,1701095.1,,4797514.96,,1720466.85,,,16843544.48,,,954511.98,1601438.41,,8101377.78,9124710.54,2208985.92,1075246.7,3211375.44,,,1372061.88,,984672.52,,1382299.28,1556474.4,1737078.0,,1475264.96,453085.2,,3742061.7,1517804.28,1026729.24,3626689.59,,537029.12,1344055.44,1664704.0,8650039.54,,,3905943.68,1000277.82,,,,,10466369.96,38354603.08,3647405.3,7918970.24,,423334.1,1671216.87,1076442.72,1486793.52,,2493145.2,,,4804231.35,296621.46,2246198.84,1839492.48,,3990602.42,,298392.28,14945192.78,2133624.76,1058706.96,4281276.6,2277345.0,469396.1,2007859.04,18554123.32,,14815720.26,,1877969.6,1032058.72,2186353.3,32605022.86,,,57737526.32,1641875.2,2137655.52,34656359.92,653426.4,417305.35,,,2736923.04,,3997859.8,,2659640.94,,459617.6,,,,584984.4,,,642153.96,1546393.2,,2924972.22,3261215.91,2078410.87,,877818.2,605638.07,639978.45,407301.18,1294742.9,,769738.74,,2272128.0,2592693.6,2205402.17,360263.56,1184223.1,1619406.9,,,301902.08,982213.6,5163574.96,,,1390134.0,,3032897.04,,924330.39,824592.96,
