ADM,AVP,BEAM,BF,CAG,CCE,CHD,CL,CLX,COST,COTY,CPB,CVS,DF,DPS,EL,GIS,GMCR,HNZ,HRL,HSH,HSY,K,KFT,KHC,KMB,KO,KR,KRFTV,LO,LP4010,LW,MDLZ,MJN,MKC,MNST,MO,PEP,PG,PM,RAI,SJM,STZ,SVU,SWY,SYY,TAP,TSN,WBA,WFM,WFMI,WMT
20200108,15464888.55,,,15839361.0,14462484.24,,14601701.92,14352000.58,13955113.35,15402738.75,16235706.78,15090775.65,,,,15013659.76,14783183.28,,,15502896.85,,14922378.88,15415987.84,,15636892.5,15407647.06,14759279.4,15596622.46,,,343454.67,17454151.26,14537240.06,,16155081.75,15207560.04,17744540.1,14896747.76,14989212.12,17023206.96,,14763989.01,13643035.56,,,15430802.4,13212231.36,15792414.54,15963323.6,,,15185999.53
20200122,15501989.25,,,16005246.4,18238860.48,,15193017.96,15150376.04,15300721.62,15223586.4,15349331.25,15610147.14,,,,15365130.22,15691633.88,,,15188085.9,,15099990.3,15781412.92,,15370927.74,15296385.3,15375731.85,15601751.23,,,,15464322.65,15639855.84,,15318641.69,15443031.3,15042025.53,14978211.98,15048701.4,15192394.05,,15507560.25,15755891.25,,,15479318.4,16036759.2,15644950.88,15399467.6,,,14935217.0
20200221,14542479.24,,,15557200.0,17034684.44,,15572988.84,15773647.54,15228394.55,15372238.8,13598634.78,14848132.77,,,,14103627.72,14861968.66,,,15457328.2,,15485810.83,15119906.07,,13570116.0,15473930.72,15759532.0,14042434.86,,,167949.0,15944460.89,15827469.68,,14323464.75,15721729.2,13915500.69,15119733.24,14586023.28,14343736.1,,14989155.09,15188842.9,,,14439390.6,16064176.24,13794004.31,12901814.55,,,13977511.65
20200407,12250933.5,,,14145547.86,13831798.91,,14608863.28,14467818.12,15456087.84,14166925.74,12251929.69,13865601.6,,,,13288233.6,13966519.0,,,13626662.4,,14391800.5,13424460.94,,11528725.87,14193708.48,14456260.89,14728558.57,,,,15195583.87,14586052.8,,12836505.33,14754909.79,11837049.18,14077434.69,13272820.6,14221228.35,,14922015.12,13925545.92,,,11734065.75,14360259.43,11340429.87,11627844.8,,,13165818.24
20200423,11913355.2,,,13307190.26,15824294.28,,14035909.28,14787065.16,17480925.0,14953072.59,7128307.8,14762752.72,,,,12002126.16,15653587.26,,,15899669.28,,13782650.0,13860209.58,,11983635.42,14397906.26,12445932.0,16412689.2,,,,10392428.4,14398000.0,,12904052.22,13842547.96,11800305.18,13326896.5,13419230.0,13189635.84,,16737468.0,12052848.64,,,8360511.12,11751762.5,10069206.39,12098724.75,,,14457804.14
20200522,,,,14516547.0,14867357.12,,14206990.14,14289053.15,14384964.64,14228880.0,14150674.3,14822868.48,,,,15112893.6,14737671.31,,,13847782.45,,13499384.48,15039848.0,,15438637.26,14565741.84,14255499.05,14779982.53,,,,15288396.24,14360144.72,,14924894.4,14838355.84,14344854.5,14358756.6,14113046.58,14286123.8,,14110603.27,15112283.78,,,16698235.04,13795928.04,14893696.53,14523665.13,,,13735150.0
20200619,14909555.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200707,15780685.02,,,15387073.05,15467564.42,,15238159.02,14707943.85,15913425.0,14485751.2,9425128.02,15119444.48,,,,16918044.78,15512820.16,,,14433024.91,,13830676.48,14996220.96,,15509900.34,14877083.52,14500908.6,15252231.26,,,16228.3,14964489.54,14549975.56,,16668225.6,17263002.24,14271759.7,14278437.0,13879565.28,14048660.08,,13990262.21,15847297.4,,,16368840.32,12769895.84,14714081.28,14406241.18,,,14018780.0
20200807,15570137.1,,,15011791.92,16697063.01,,16275205.8,15486065.1,16455601.81,15618953.52,14122933.71,16223550.7,,,,15169683.32,15770439.9,,,15914232.84,,15447463.5,15984406.08,,15430263.51,15999123.8,15076283.04,16145096.0,,,,15140414.04,15508035.78,,16575869.31,15616548.24,15433924.25,15775576.02,15912375.6,15308039.94,,15549837.6,15808656.95,,,15500154.84,13894565.52,14770761.25,15754667.4,,,15653329.52
20200824,16519274.02,,,16161212.48,17572850.75,,20046273.0,16129318.8,17535324.42,16574034.42,11585498.96,16015670.44,,,,15697516.1,15996743.91,,,16573290.46,,17127843.9,16499372.44,,16441753.68,17009018.88,15754870.68,16400597.43,,,,14063286.08,16634903.18,,17797683.3,17474670.72,15992988.65,16228875.06,17246738.08,16587887.6,,15883306.2,15915220.2,,,14812745.15,14996068.64,15024525.0,14954452.11,,,16713951.0
20200921,17285640.6,,,17075536.56,18022717.16,,19967522.12,16580716.44,16591746.0,17723359.14,11193747.1,17019440.22,,,,17641373.52,16189198.3,,,16633499.5,,17530750.24,16980108.6,,16778693.76,17671486.4,16539602.43,16841566.56,,,,14730343.05,17535464.04,,18853484.6,18696335.42,17021202.3,16532822.46,18218199.33,17253310.86,,17478618.66,16497124.0,,,16877388.9,15063151.6,15374130.8,13984060.16,,,17957331.65
20201021,15777962.16,,,15105501.32,16486199.99,,16057583.34,15996666.75,15628871.71,16658375.0,,16917504.24,,,,16177563.0,16767337.92,,,15613510.4,,15677382.48,15706996.2,,15030467.4,15823688.58,15387049.16,15700736.92,,,,16652458.14,15886074.0,,15549933.3,15690729.0,14106613.92,16240593.6,16011648.0,14691215.91,,16224090.88,15972660.84,,,15893290.14,15219829.16,14854832.6,16473235.28,,,16287482.74
20201207,15251061.76,,,13586548.71,15743654.85,,14719409.92,15896729.45,14977750.25,16308544.86,,15863133.0,,,,15823427.76,15618676.32,,,15111623.16,,14610898.32,14862793.7,,14919232.44,13816938.72,14593515.12,14535342.28,,,,15536620.8,14315893.12,,14093679.27,14598606.49,12839104.08,15221051.55,15393176.7,13560558.8,,15354233.4,13572653.12,,,13769147.95,15585131.56,13932643.5,15213190.84,,,15741187.5
20201221,16161861.87,,,15478089.38,16150745.6,,14391646.9,16991404.2,14442024.72,17591648.31,,16740243.42,,,,17400547.6,15820255.12,,,14417264.4,,15476540.61,14870450.98,,15817491.54,14286519.12,15395995.2,14632860.0,,,,17414917.52,15213621.75,,14345292.58,15882600.42,13927156.95,16183904.07,15321110.49,14212366.5,,15759298.0,16614581.44,,,17438460.77,19978720.0,15596752.8,16692129.51,,,17032418.04
