000729	000858	001800	002511	002714	0151	0291	033780	1044	1717	1876	2579	2580	2914	2992	300498	600519	600887	603737	9618	ABEV	ABI	ABV	ACI	ADM	ADV	AEFES	AHLN	AKO	AMZN	ANFI	ARMK	ATDb	AVO	AVP	BARE	BETR	BF	BG	BGS	BJ	BNNY	BRBR	BRFS	BRFS3	BTI	BUFF	BVIC	CAG	CARLb	CARR	CBY	CCE	CCEP	CCH	CCL	CCOLA	CCU	CDSCY	CEQ	CHBT	CHEF	CL	CLSJ	CLX	COKE	COST	COT	COTY	CPAA	CPB	CPG	CPO	CRESY	CRON	CRUZ3	CVGW	CVS	CZZ	DANO	DAR	DEO	DF	DG	DGE	DLTR	DMND	DPLO	DPS	DPZ	DROG3	EL	ENR	ENZY	EPC	ESSITY	FACE	FARM	FEVR	FMX	FO	FRLD	FRPT	FRUT	GCC	GIS	GMCR	GO	GURU	HAIN	HANS	HLF	HSY	HYPE3	IMT	INGR	ITC	JBSS3	JDEP	JNJ	K	KDP	KFT	KHC	KMB	KO	KOF	KR	KTII	LISN	LNCE	LO	LP4020	LSF	LW	MATK	MDLZ	MGNTq	MJN	MNST	MO	MRFG3	NATU3	NESN	NOMD	NSRGY	NUS	NWL	OCDO	ONTEX	OREP	PBG	PEP	PERP	PFGC	PG	PGPDQ	PM	POST	PPC	PRGO	PRMW	PTRY	RAD	RADL3	RADL3F	RAH	RAI	RB	RCOP	REYN	SAB	SAFM	SAM	SBUX	SCAb	SDA	SEED	SFD	SFM	SJM	SLCE3	SMBL	SMPL	SNMX	SODA	SONC	SPB	STKL	STZ	SUSS	SVU	SWMA	SWY	SYY	TAP	TBEV	TEA	TFM	THS	TSN	TUP	TWE	UL	ULKER	ULVR	UN	UNFI	UNIA	UNc	USFD	VT	VT/	WAG	WBA	WBD	WFM	WFMI	WMT	WWAV
20080930																							3653409.0		7263165.0				3019494.5						29211239.0	1268583.35		71810.0	8011224.0							25513000.0									5171022.4								31458625.0					556200.0					1081380.0					39806316.0				11237952.0										1222795.0	2416500.0				802655.0			2223562.0												3438240.0								5701744.0	5610.0		4260775.0		18965700.0	79748328.0	6665766.0	12552864.0				2013545.0									16596160.0					35308193.8							72859321.0			135142638.93		10115430.0																	2078826.0		831119.0								911889.0					7384386.0		2170.0		11335788.0	6576039.0	13986665.0					1673988.0						19658833.92	1721811.0					1649085.78	17771040.0		1292200.0			5084661.0	
20081031																							3653409.0		7499793.0				3321094.5						29710079.0	1725123.35		71810.0	8782020.0							29000500.0						1265986.72			5324478.4								30953780.0					577800.0					952260.0					41529708.0				11616682.0										4991.0	4977990.0				802655.0			1689602.0												2311920.0								4205296.0	5610.0		6258525.0		23595276.0	81059752.0	7094676.0	8436360.0				2006430.0									14989120.0					35548926.6							71975573.0			134306358.93		6835010.0																	1974736.0		967921.0								911889.0					6845740.0		1885730.0		11169748.0	5956356.0	15197490.0					1984428.0						21120337.92	1721811.0					1823177.2	19263312.0		1924100.0		1432145.0	21272928.0	
20081130																							3221500.0		7580961.0				2845670.85						17092972.0	723578.9		56750.0	6472085.0							27237078.0						31702.92			3708441.0								21325848.0					1526400.0					1135744.0					42683190.0				11349675.0										3604.0	2286648.0				736054.42			1385892.0												1236158.0								5686218.0	5042.0		11969636.0		27562113.0	72848804.0	2569488.0	6648066.0				3694746.0									15332810.0					30294920.1							57260844.0			127014526.38	109000.0	11406528.0																	13130.0		810222.0		1272920.0						290750.0					5191560.0		1294416.0		8201712.0	6534280.0	13176124.8					3007434.0						18612583.6	1539226.0					1308084.88	16508264.0		1344564.0		10720.0	34942641.0	
20081231																							3684996.0		10949204.0				2885699.7						17707609.0	907568.7		48393.0	8731008.0							29042890.8						1325508.02	5303298.0		4706055.6								18070272.0					1081200.0					1632820.0					44463058.0				11135272.0										2783.0	1749333.0				687864.12			1808569.0												1577904.0								4807386.0	4285.0		16740864.0		23166116.0	80281080.0	4250790.0	10047349.0				3822944.0									13003500.0					28742370.45							56226400.0			134753248.53	31500.0	10084824.0																	5760.0		1035660.0		896980.0											12343800.0		1690260.0		9103148.0	6350652.0	20330020.0					4033170.0						22697181.44	527220.0					1529793.66	22387792.0		1026348.0		10620.0	46548772.0	
20090131																							3894849.0		13296396.0				4039753.5						28730268.0	1045503.15		48915.5	10933824.0							34552303.8						2055427.12	8357241.0		4320792.6								37498234.0					2035200.0					1710805.0					47679660.0				12647346.0										3096.0	2425472.0				697260.06			2027749.0												2640624.0								6503521.0			17949225.0		7146270.0	88824267.0	5543174.0	9050707.0				4051565.0									15194034.0												72433325.0			133753566.54	378.0	15746269.0																	5676.0		1499400.0		557172.0											22508521.0		2467400.0		14271508.0	6998994.0	23001205.6					10108164.0						26450464.6	474012.0					2369420.82	30748688.0		989256.0		9440.0	50313850.0	
20090228																							4495058.0		14371762.0				4207777.41						24989900.0	725655.15		43139.5	8871404.0							40684738.0						2055427.12	6864899.0		4207325.4								33352512.0					1287600.0					1595035.0					51727872.0				13606736.0										2625.0	2286240.0				1149722.4			1894495.0												2424282.0								7095870.0			21848145.0		1261015.0	93667872.0	4182246.0	11020500.0				4929234.0									14133430.0												73682387.0			128042136.5		19912400.0									2996532.0								5664.0		1814510.0		1149016.0											20204580.0		3051960.0		15393169.0	4823556.0	18704609.6					10526190.0						26041304.64	413364.0					2670141.55	28955924.0		911800.0		10250.0	48034128.0	
20090430																							6100316.0		14077716.0				4740746.58						27671061.76	1851120.3			8094582.02							36245237.6						2368697.12	11621272.0		3128160.0								19570300.0					2772248.0					1751870.0					68104540.0				12723315.0							3224547.0								971317.2			2188363.0	3522176.0											661988.0								11173624.0			3524040.0		11695320.0	92746920.0	4571308.0	14094078.0	79615.8			3333264.0							2262825.0		14354070.0											7914437.0	83233552.0			139826059.68		19262020.0			2698272.0						3378156.0										2456700.0		1025568.0											18393330.0		2364210.0		16347075.0		24299460.0					12387662.0						28052562.48	605948.0					2254633.45	33564097.0		1679592.0			60253200.0	
20090531																							3743632.0		13782276.0				4633086.58						25671846.12				7512220.72							40805793.6						2400024.12	23039530.0										16915300.0					2772248.0					1751870.0					70678720.0				12723315.0							6975128.0											2547900.0	3699071.0					5888150.4														13095236.0			10978110.0		3320881.2	83004705.0	5149606.0	13222792.0											2412550.0		18234078.0							3844680.4				3562372.21	80247952.0			136251547.68		19262020.0			2625696.0																2456700.0													24143476.7				21338532.0		31264785.0					8474992.66						28311811.48						2352024.24	30260804.0					58176720.0	
20090630																							3863868.0		14918144.67				5175320.38						16605851.86				10023913.0							47719044.0						2400024.12	17409240.0										30492406.26					3645696.0					1963707.0					74193806.18				14661725.0							8205297.75											2520845.6						31654829.26														17064594.4			7750239.0		52482.43	83364148.85	4826436.0	12762540.0											3888648.0		25005403.5							2953441.92				4961722.32	78026712.0			133213152.1		21190596.0			3272484.0																3090140.0													28917120.4				27100838.73		36164000.55					8538041.85						35320016.16						2686433.89	22737960.0					54407808.0	
20090731																							3662895.0		14971684.67				5183910.38						30036922.5				9692538.0							47852964.0						2781618.31	16580070.0										52343992.26					1216548.0					5263618.83					76853644.51				15245675.0							8224368.75				4973248.0							2414453.6						26354945.12														20614083.2					52482.43	76165648.85	4722124.0	14822715.6											5130855.0		20970185.5							2309062.92				10064794.32	61808290.8			125124022.1		23585246.76			2458530.0																2511748.0													28175885.64				30023933.73		32007194.55					9042441.85						33356600.16						2686433.89	12739020.0					51985808.0	
20090831																							3973645.0		16830182.52				5506773.25						38222161.5				11018315.84							52997074.2						6813403.21	18231937.0										45235085.56					559540.0					5224156.0					82892228.04				16187610.0							11970919.25				7059412.0							2890754.0						26948732.96														21885327.36					58508.45	77786035.6	5622540.0	20127816.16											5770985.0		23540160.5							2726020.44				10199360.85	62930358.75			133313426.61		25527386.8			512946.0																1572326.0													28301785.18				28541309.97		32417152.35					8650052.55						36179046.4						2343216.17	10954440.0					53162104.0	
20090930																							6202404.0		16537672.62				5356408.36						38188869.0				9921931.92					217792.5		53666360.0							20791251.0						10963702.53				34566205.72					154350.0					5321176.04					90242535.02				13263393.0							21200595.0				14747713.7							2834344.5						27590435.28														26677370.36					59038.98	81168355.5	5974020.0	24725316.48											6680791.0		25937593.5							3495920.28				10408102.12	67013477.3			138643741.12		28273976.52			33990.0																													32028205.95				31183867.04		36501967.8					11144522.55						37821376.32						3104593.31	16572981.0					52393757.0	
20091031																							5988528.0		16733446.62				5536008.36						31943625.0				11048911.92					10596.75		56373460.0							19339653.0						5991211.53				20812921.72					154350.0					5572152.04					84327565.02				13226499.0	1919629.95						21641016.25				14243529.7							2628874.5						22401471.66														27560275.36					59038.98	79632535.5	5603650.0	32172228.48											4190538.56		37606705.5							781550.28				9537186.12	78323125.3			135782493.12		35716672.0			33990.0		1546189.12																											30182935.95				28160791.04		36180679.8					11498162.55						33639562.32						3353358.8	33330838.98					53247923.0	
20091130																							6954052.0		17687127.51				5926530.8						34785156.25				11010276.8							55221425.6							16861665.0						52996.41				22087162.31					178080.0					4942807.08					72705208.73				15584105.0	2992459.5						17301925.89				13290887.7							3462855.9						24796676.0														29222108.16						81733938.0	6889878.0	32957809.68											3772644.52		40718947.5											9439037.85	94350719.1			141267080.85		37278213.84			40140.0		2341285.02																											32931155.03				29671470.0		32408110.35					9799725.7						36417789.72						3111406.21	42601428.26					61286925.0	
20091231																							6328234.0		18306049.01				6404396.4						31535437.5				11742932.76		4517251.0					59421246.8							18265920.0						51030.27				17978445.35					172200.0					5152576.71					74075688.33	793440.0			17234503.0	6163654.64						14917807.3				16417218.4							3236209.2						24624673.17														31665501.84						83511555.0	7301492.0	28276625.96											4465965.2		42863086.5											6090862.5	80128624.0			153800787.93		39264055.44			39830.0		2152778.31																											29564056.89				25968094.28		33361272.6					7845253.95						30985459.96						2786779.22	42012600.48					66053510.0	
20100131																							5964310.0		18509564.01				6485996.4						35207266.5				11985486.76		6025967.04					63404302.8							18645400.0						51030.27				15242850.35					172200.0					5392262.71					86025598.33	793440.0			17727314.0	12000063.68						16007357.3				18292386.4							3255361.2						14314595.55														36206406.84						83009955.0	7078044.0	28520932.96											3508935.2		45294654.6											3473362.5	80493424.0			165075482.1		37152803.35			39830.0		2152778.31																											31448575.89				25506101.28		37728696.2					6466105.95						31615894.96						2833853.2	43099512.48					65570322.0	
20100228																							5849792.0		17825286.87				6301590.62						39311782.84			3043276.0	10915656.88		15038205.71					64702165.2							17555205.0						52787.88				14553375.47					169680.0					5242836.34					85143652.62	711360.0			14170371.0	13964581.96						15183431.46				17504977.5							2773706.4						9973060.05														36435164.64						79075613.75	5827526.39	28869038.76											1548041.98		46550251.2											462135.6	76009836.1			182503136.0		33912459.15			44280.0		2194384.23																											32468301.84	620046.0			32288600.25		35688030.0					6005467.18						26473472.96						2951572.03	46556195.7					65866366.8	
20100331																							5664588.0		17818381.7				6055367.22						49020254.22			4152225.8	12120895.36		21687200.01					63873124.9							22526304.0						53125.5				14805313.74					162750.0					6501418.82					89364558.56	860016.0			13460524.35	13528200.42						18911999.27				23090847.48							3445449.7						11243080.17														38137044.8						74399325.0	6779827.05	24677021.4											4522759.78		50540965.2												63667554.32			193861684.26		30892125.12			58720.0		2034733.41																											32744748.12	594035.0			44476926.56		37635918.9					9106993.15						23470873.92						3131602.19	56413593.28					59079448.0	
20100430																							6865560.0		17338250.82				7075841.67						50780924.98			7977699.78	10752662.4		22447353.72					63173421.45							11605005.0								1339297.74		20869751.4			5599487.88		175770.0					6752772.0					88265714.68	968544.0			20419036.82	30440227.6						8566455.63				23405332.6							3430951.7																				39636063.2			10560155.2			93376294.8	7037030.0	18636920.64											4331420.86		52273822.9												56097482.94			176281906.08		26378389.56			61140.0		4258705.11															480924.0												37752634.71	757131.0			38701545.6		50114157.4					2152176.99						30045517.12						2813032.53	54409317.7					59061931.2	
20100630																							7090902.0		16082064.46				7250553.81						40039009.0			6399515.83	10151438.68		21702626.99					64999035.3															1284828.57		19780889.04			5820938.24		122220.0					5683583.1					62031708.28	1037674.0			20476014.62	20390219.36						4223910.91				19009158.48							3127943.5																				36122513.44			2781772.0			128342885.44	5947865.11	22075660.09											4206371.12		49242488.4												49060300.65			160982601.24		24279476.88			59070.0		4985189.99															402966.0												26348956.26	2725258.5			20965345.36		51019019.4					1579356.79						27058055.84						2527353.31	44019435.6					59934733.54	
20100731																							6323226.0		15603464.94				6858378.81						47838303.5				10313765.68		20999436.99					64961055.3							5239236.0								1545028.57		14480341.04			5820938.24		122220.0					5619953.1					56297654.52	1037674.0			27490848.54	25581284.22										16304094.48							3127943.5						2879748.48														35224801.44						129445525.44	5710023.11	20801717.09											5556303.2		48893792.4												50791280.65			157818956.14		18031347.36			59070.0		4985189.99															698768.0												29455774.26	2725258.5			16212972.88	2794146.0	49718567.4					3074124.79						28366629.2						2650785.3	47608369.5					60525369.63	
20100806						3152973.26		3122266.52		2890983.66												28904992.93	5848479.0		15572480.94		3061267.87	5923411.95							46897553.5				10003868.68		21117868.99				26271.63	59118465.3							5938205.94				2890596.1			2329028.62	2559808.57		13680139.44			5964698.24							4586723.1			3110508.1	2788146.32		1037674.0	3056728.51		29285212.54	23383003.22										15944341.08							2838709.05																				35777012.44						127404388.4	5722541.11	28032731.76		3161235.08									5733527.52		53298784.8		3085698.46	24881014.19									66197977.85			150957244.1		19140675.36			59070.0		5233525.99															698768.0				2755381.42	276484.0							32720338.64	3091066.83			6388811.9		39767737.44											28156265.2								56982739.5				59864407.13	
20100820																													6116376.76																																							121910.67										53119249.24																																																																																																																					6263458.24						3400285.79											2865171.2								
20100831																							6408951.0		18582034.77				7475875.53										10778716.0		23942334.04					63451951.54							6535241.34								2532262.59		12825564.96			6189992.56		144270.0					5166497.01				3047400.46	48879854.86	1170994.0			30573500.5	23731310.12										19993848.55							3203826.9																				34541233.48						142052588.53	6863575.03	28089679.92											5970327.24		59362718.4												69706090.54			150177038.31		21445573.44			57010.0		6976798.29															679728.0					246064.0							34898901.52	3043874.97			6106092.35	6026687.68	40894302.24					3398211.18						27610041.9						3388831.06	57366892.8					62442300.26	
20100907						2991665.27		3193010.52		2865683.94												30661922.07	6323838.0		16709217.12		3196848.0	6019056.58	6301120.96						54145809.85				11720478.3		18206198.35				28001.13								6501382.3				3357402.24			2768831.81	2319911.23					6432094.8		125842.69					1566513.24			3785931.19	3278711.04	56258053.83	1262096.0	3013486.98			22367009.16							2200557.87			16604924.72							3202511.16																				36345402.66						139451170.7	6427286.5	35179768.2		3158892.99						1328298.0			5552917.44		60834939.44		3643901.05	25761224.13									69533020.02			155168607.9		28110484.16			56010.0		6561162.0															800632.0	2366241.0			3205963.6	258232.0				3278880.0				3200388.77			6636884.8	7950990.04	38294688.04					2759768.61	575094.0					30510648.9					3368947.9			60344279.25					
20100921																																														63046204.13																	14440229.32																			31891205.48																																																																																																												36501098.32																													64758779.73	
20100930																							7158756.0		19637726.64				6796954.65										15938177.28		14871691.0					66629441.11							8074849.0								1685827.0		18710337.24			6687864.29		164850.0					1503225.0				3365646.56	57407070.48	1287649.0			32478797.39	20337768.66							2941833.38			13334062.05							3256206.51																				39748331.36						147816545.8	6744832.38	36643694.88								1532051.0			5946867.36		66270387.34												69928498.64			150368358.21		32522635.08			64220.0		6708583.39															778736.0	3188477.16				262288.0				3116456.0			37849028.68	3823078.0			8544408.0	6948384.64	40000250.88					1708533.0	979264.0					31946500.8						3540002.92	72496713.5					64689570.48	
20101007						3090460.09		3234577.14		1378671.79												30118209.7	6408951.0				3243419.22		6483796.53						48257839.5						15036533.84				26419.17	60591677.54											3377193.37			2995258.71	1978547.87					6283534.69							1368135.18				3047400.46	49252968.0	1170994.0	2715258.89		30826854.5	20377607.58							2852821.78			12505021.75							3125906.9																										141249166.8				3407343.38						1477214.0			5453646.24					28877151.3									67549835.08					29863697.76					5236646.18															679728.0	3055860.76			3275166.54	246064.0				2958319.0			35645269.52	3170423.97			7591440.0		36899850.24						841876.0					28642796.4					3185894.49			58170497.28					
20101021																									18936379.26			5773042.85											14278624.0														7413232.34										17975166.56					145153.57								3414721.85																																												36579242.32							6473211.03	33378582.64													61580143.44		3157313.67													149616140.3					56990.0																																		6697443.68						1746927.0																		60604167.86	
20101105						3546643.0		3791540.0		632801.0												33856485.0	6844663.0		22176037.0		3446809.0	6320667.0	6771170.0						47938464.0				17505917.0		12739131.0				30337.0	66741506.0							10673083.0				3332372.0			3225100.0	1459227.0		34767006.0			6857240.0		164938.0					993225.0			3376502.0	3441527.0	57051239.0	1287649.0	3022065.0		34986138.0	15305260.0							3292653.0			5815597.0							3256207.0																				39859859.0							6408486.0			3604306.0						2215477.0			5929794.0		66296809.0		3495082.0	32156632.0									59013270.0			160998940.0		35659755.0			64220.0		5146255.0															778736.0	3188477.0			3626671.0	262288.0				3116456.0			37504074.0	3527678.0			18671923.0	4621153.0	41015481.0					1488691.0	979264.0					33837606.0					3399961.0								
20101119																																																																																																																														150581557.0		34219941.0																																																																																							69378031.0				51372349.0	
20101207						3462809.22				611177.55												33769101.92					3522270.02	6478105.21	6920064.48						30722162.1				19659769.67		11155221.87				29014.81												3493626.71			3587489.12			59472938.88			6907765.96		172752.23					840575.25			3334651.42	3481212.06		1460965.0	3196713.07		36112074.0	13362398.4							3399339.44			3042872.98							3524508.17																				40870791.72						159765151.6	6804936.63	35457862.0		3702189.26						2148905.0					69327381.34		3489613.21	31784928.83									53765212.1			182038734.2		38961175.5			65880.0		4295513.05															829192.0	3280521.0			3739948.27	240656.0				3387720.0			40155916.56	3199764.24			20775177.7	1696365.72	40216533.92					1185329.85	958934.0					34483450.5	3512847.84				3511797.23			61711640.76					
20101221								3524868.11															7045126.28		23508192.96																					70607351.43							6832765.8								1663518.78																	59913198.0																																																													9919875.36																																																																																47560609.96	
20110111						3316137.79				364646.49												29322386.02	6862977.08		19911143.72		3043062.05	5665070.53							31756949.28				22888451.42		9959964.39				29737.6												3440574.48			3555897.12	835723.35		58505174.7			7578850.5							713851.6			3625997.66	3665352.78	70466286.0	1417636.0	3169563.82			8358115.44							3383304.82			1442361.49							3629774.85																				40950199.8			8438267.75			162266863.6		33891299.55		3750530.56						2153800.0							3664904.95	31549645.94									52114852.91			187668110.0		34953386.67			60240.0		4973740.46															842520.0	2575497.72			3186465.3					3570840.0			39925114.92	3253877.76			24709950.87					47125.0			994672.0					34080123.0	3677880.96							56989403.45				41816329.92	
20110124								3105869.94																					7011945.71																	70920108.9							986720.7															173874.92						1534896.0								36109545.66																																													6934236.42												9891479.36		65893848.0																																										247416.0													39273320.6					1103778.41											3271046.17								
20110207						3372362.81		3309985.64		104633.0												31699356.4	7322614.55				3348010.5	6190755.15							27745412.78				29555220.24		8717512.6				32948.69												3364921.72			3741567.82			57963406.59			7200555.74		188458.83						1548768.0		3741853.51	3659003.1	87697172.16	1513182.0	3402293.83		41714441.98	10535980.52							3468582.7										3415985.04																				42318759.6			11061617.01					8378493.24		4155945.62						1161230.0			9857163.0		70278553.22		3718529.72	30208135.23									64404861.87	1269962.81		210268587.7		31360549.59			63330.0		4809079.14															1013880.0	626161.76			3714500.91	292708.0				3274832.0			31350755.6				26565480.37		41366798.76			53560.0		205004.1	1020138.0					42424257.4	3603223.12				3411258.39			51773827.12					
20110221																									16941898.24				7002692.07																	79505825.7															64047.9																																																																	162628163.6	6992454.47																																																																3477790.4																												37027690.84	
20110307						3336076.33				107931.45												30791709.63					3026194.04	6785640.88							25152387.53				31821227.46		7223472.36																3100016.2			3599704.05	63220.07		53440134.39			7414515.1								1677196.0			3663765.36	91563933.6	1442078.0	3650676.43																				3241887.09																				41409851.4			7808403.39			163690813.8				3239532.91						238716.0								27072747.97			138368.0						60599763.17	3593694.81		217675522.8		29238363.72			72740.0		4467343.29															926296.0	212081.32			3279146.62				64485.0	2555773.36				3620919.68			26512434.97					47801.0			979050.0					42349892.33	3808558.0							41141431.8					
20110320								3227589.59															6533089.5		15985104.3				7044626.65																32803.59	77406554.92																						168025.17								3280296.25						41180620.8	7863793.7							2546165.6																																					6875120.22					2595780.0							8315216.8		70293277.81		3252113.94																																								270738.0							32066205.94						40041181.61					113587.25											3778453.7							35665454.16	
20110407						2999676.42		3113924.56		89506.93												31170508.91	7030297.85		18191802.2		3426532.55	6728120.81	7018123.42						24983475.03				33297650.26		4906011.24				34739.75	85636041.33											3322256.89			3883071.99			59432337.64			8534580.1								1594756.0		3525243.41	3685989.24	93034410.48	1528736.0	3675087.11		42839993.56	7112772.48							1710685.48	1662495.49									3434922.01														1580478.42						42566860.8			8696363.68			168704567.4	6723638.74			3475956.72		5312330.46							8884134.0		78361105.47		3521305.44	28904038.32			3479280.0						61403687.94	5412010.86				32005432.34			76430.0		4223475.12															842520.0				3593660.29	293384.0			1070366.0	2366555.52			35604317.92	3477790.4			29616569.66		39291353.19			53040.0			1148110.0					44150127.84	4369548.3				3831279.27			40260476.3				32601232.24	
20110421																																																																				175135.13																																																																																								222210393.6																																																																
20110508						3152950.4																32633912.24			16440653.58		3587247.35	5374458.79							28824153.28				32438269.08		1560580.12				37766.82	97993121.59											3984277.42			3766696.95			57302046.6			8235556.92		176714.45						1657960.0		3826600.93	3468512.7		1433190.0	3827914.23		43384881.32									2155518.94									3585806.9														2429032.55						42400485.0						172659486.6				3609161.68		4883323.98											3682479.41	29804657.7			3447125.0						57119174.46	7711307.58		224618363.2		31540662.29			79520.0		3012477.22						2469803.77									733040.0				3882229.5				1511445.0	2411861.2				3286951.36			17915187.62		34458429.42			309468.0			1277794.0					45957797.76	4505933.88				3798321.13			34324797.78				26107291.05	
20110523								3184841.68															7261090.35						7728765.66																																																	97237242.96					5979320.0																																												7039118.71												12393080.76		76411950.02																																																	40776610.68																														
20110607						3602433.59		3812306.97														36545174.6			16901777.16		3655553.85		7366918.44						38945892.96				33795309.44						40081.36	106134676.2											4712085.27			4071241.91			47827715.25			6757070.85		187115.53						1594756.0		4692072.08	3736782.0	104547435.1	1383195.0	5239036.43		46316292.22	2865512.82																								4118040.0							2709082.82						43705114.4						169450278.0	7069935.33			4130665.2									14595356.16		78252932.56		3581618.26	29858106.22			6214228.5							21299066.41		244198386.3		38822723.52			90360.0								3431389.16	2817651.17								738752.0				3262035.21				1578030.0	2990174.88	1777750.0			3462724.16					30208668.75			342924.0			1362538.0					47589003.0	3954545.46				3602923.58							23156531.38	
20110621																							7714455.3																																																																				2031888.39									3659962.3																																																					66398110.92																																					39282851.98																									36103825.44					
20110707						3845124.21		3645633.94														36271793.46							7522318.5						39246702.03				34639798.2						37130.27												5106156.05			3628043.71			46618478.0			6473168.37								1598420.0		5241551.53	4580212.5		1319868.0	5007976.58											2678654.54									3603520.91							7899283.0							2333214.98						43225279.17						169752050.6				3969398.52													3516171.58	30879154.06			6913066.5				19987322.46		67700977.12	26149717.9		252113429.0		42116030.25																				581672.0				3882460.13				2004795.0		3947599.59			3600831.36					39376192.05			329968.0								47265258.06	3595492.36				3830785.9			36872891.01					
20110721																							7518662.9		14797044.78																					113781459.4																																111096903.5				47344586.54																																													7763583.39												15559974.28		81248684.04																													6687007.1																				38941272.72																													21608579.96	
20110805						3894458.19																38780550.0			13765223.7										33406604.0				35204559.95						33950.42												5870442.92			2933465.72			47795788.0			6489473.58										5308806.61	4356787.5	114053909.5	1365419.0	5694840.84											3421289.48									3868853.63							8961704.0							2524546.79						43355939.96						176294282.2	8057363.29			4046146.07														23299074.88			7004952.5				28978206.65			31317977.06		244247827.6		41663344.91																				378896.0				3710791.75				2097945.0		3787104.0			4528507.56								456424.0								38562319.35	3526078.12				3912069.68							20162272.52	
20110819								3865388.57															8071083.05						8033022.85																	122367608.0																												1487584.0								46158797.22																																																		5683014.0							15829126.6		76851356.94		3425084.88										65367914.18																	12351310.81																				43569639.24						44254615.74																			37926375.96					
20110907						3579422.11		3740375.98														38322643.95	7063255.7		13870232.04				7170044.7						20981534.38				32442607.61						38035.07	126574738.2											5722481.71			2200731.28		360325.0	41033994.0			6059266.76								1391404.0		4976824.39	4276106.25	108488865.1	1061613.0	3715142.36		43772599.44									4041226.15									2915570.19							10332630.0							2200036.1						40932572.67						172209345.2				4242729.29		6553774.0							16367424.84		78679763.8		3115507.35	22768305.3			6837911.0				28234014.93		71354969.0	31552497.78		233974799.6		42800428.11												14120429.61								399840.0				3473929.86				1782405.0		7285014.9		41752235.98	4254675.53					45552352.55			419254.0								22329707.68	2539903.0				3907159.31								
20110921																																																																																																																															7658642.7																																																																																								34422583.04				17537565.78	
20111007						3325365.74		3663217.2														37569353.38							7601847.99						18252777.12				33188529.51						39121.83					4065953.78							5028653.25			1542022.85		294350.0	40376286.75			4643128.0								1294308.0		5211171.21	4137500.0		704264.0	2181229.49		43053631.02									3866327.46									2549144.04							10002670.0							2399096.71						41570663.4						174792931.4	7411364.62			4112233.25		6874614.0							16197405.0		79825108.94		3282924.72	20359874.23			7254849.5				26480516.67			29280812.58		242004377.6		37057293.56					2634925.0															276080.0				3111450.11				262330.0		7502336.66			3652473.3					44229106.25			455598.0								21681494.0	2474200.12				3671262.26			37003104.46					
20111021																							7925801.4		12632531.84																					130117394.0					3534502.87																											104651184.3					4180083.84																																																																						71705757.75																	16382715.8																				43495621.14					3642072.0																								10430117.78	
20111107						3635261.79		3519559.9														41426321.92	7294240.25						7049654.5						13519629.2				33655538.49						34215.84	132123979.7				3698285.22	4042681.71						5511018.05			1325191.66		238728.0	39797367.0			4875654.98								991112.0		4384491.23	4448223.0		571988.0	1369200.57		40958692.11																		2203037.34							8875770.0							1618081.87						42116960.83							7606734.17			3860629.97		6830190.0							15537133.56		78709495.06			18436125.66			7336146.0				28835649.76			28974470.23		250269879.6		33652949.54					4301783.2							16792651.86								221816.0				2606669.33				244570.0		7620922.14		42979536.0	563779.84			1147470.0		45042551.11			450288.0								25018521.59	2253365.44				3491414.67							7772959.2	
20111121																									10530802.98																																																					93613081.54					5424058.22								3544856.46																																			167622575.5																	2468474.22										74665327.5														1058598.0																												3224550.0																				39011684.14					
20111207						3721584.99		3425065.34														44161290.37	8321590.2		11641346.52				8584200.0						11901687.56				38148348.99						41637.55	155953514.3				4063830.38	4160342.65						5209788.21			1374944.32		290087.0	40420241.75			4933677.56								1063476.0		5582641.51	5222133.75	100633146.9	724800.0	1073388.83		44367901.76	5138050.32																	1990513.35							7958448.0				614721.0			2060866.53						44375849.47						178478621.4	7677031.95			4098228.02		6827722.0							16491874.2		80336516.3		2643291.41	19346292.18			8739163.5				34835633.37		77354533.75	33909103.32		262916992.8		38217702.21					5047131.6				727560.0			25690452.35								266560.0				3116214.77				252192.0		8056804.86		45547026.06	245688.48				3451140.0	49679766.02			472000.0				811900.77				31607760.63	2221122.36				4008898.03			46192023.2				860328.96	
20111221																																																																																											3920754.72																																																																																																																																	
20120109						4179968.29		3818042.47														49387350.32	8484468.3		11703457.32				8072960.0						10957809.0				39055437.5						39042.19	175406387.0				4133855.61	4059345.52						4491589.46			670042.86		271614.0	40468162.5			4923128.0								1007600.0		5774643.59	5323527.04	103973242.9	710908.0	554954.82		45529709.47	5055676.96				763125.0				4343770.39									1554301.27							12609415.0							1726179.28						44842740.56						177365648.2	8008282.23			3906568.15		7802238.0							17644187.52		84312048.94		2728070.56	18676217.24			8094317.0				34367469.36		71730368.0	33865640.88		269264648.4		41328407.92					4717175.8							31505294.84								245616.0				2758245.87				220890.0		8410118.94		46937691.9	257100.24	1299480.0			3397401.6	46968840.27			462914.0				1213270.7				32123808.81	2144026.88				4160031.37			57033165.0					
20120123																																																																																																															958880.0																																																																																																													
