0151	1216	2267	2269	2282	2502	2503	2651	2801	2802	2897	2914	3382	4452	4911	8028	8113	8267	ABEV	ABF	ABI	ABV	AD	ADM	AHLN	ATDb	ATM	AVP	B4B	BATS	BEAM	BEIG	BF	BRFS	BTI	CAG	CARLb	CARR	CASP	CCE	CCL	CENCOS	CHD	CHFJPY	CL	CLX	CNCO	COL	COLR	COST	COTY	CPB	CVS	DANO	DELB	DEMB	DF	DGE	DIDA	DPS	EL	ESSITY	FEMSAU	FGL	FMSAUB	GIS	GMCR	GMODEL	HAWKB	HEIN	HEIO	HNKG	HNKG_p	HNZ	HRL	HSH	HSY	IMB	IMT	K	KFT	KHC	KIMBER	KMB	KO	KR	KRFTV	KTGSF	KYGa	L	LISN	LISP	LO	LP4018	LW	MDLZ	MEOG	MHG	MJN	MKC	MNST	MO	MOWI	MRU	MRUa	MRW	NESN	NTCO	OREP	ORK	PEP	PERP	PG	PM	RAI	RB	SAB	SAP	SBRY	SC	SCAb	SCP	SJM	STZ	SVU	SWMA	SWY	SYY	TAP	TATE	TSCO	TSN	TWE	ULVR	UNIA	UNc	WALMEX	WBA	WES	WFM	WFMI	WLIL	WMT	WN	WOW
20140507	2019806.5		1489844.15		552206.63	2485406.83	2479897.85	949847.07		1919211.54	714171.97	6745215.32	5654030.47	3330840.41	1290782.15		1498897.9	1667025.01	6222754.98	3031798.42	15502182.04			5273533.82	3623970.71			1169208.96		19388657.94	2544981.6	1791374.91	2680116.58	2396201.4		2416399.19	1947046.7	4457125.51	1276250.28	2092747.68	1020628.95				10457173.74	2121657.07	660609.62		690172.25	9068862.72		1487816.88	16340889.96	7735601.45	1371658.78			14289117.81	1006813.43	1984958.08	3154595.84				3362619.6	5985624.56	2518532.68			2734267.8			3549196.18		1221403.3		2909836.8		7210031.31	2980731.72				7726540.5	27057438.12	4164559.2	6186820.2	1072178.12	2013692.74	774365.21			3630606.72	669082.33		10847387.1	1072376.02		3097131.28	1748519.02	1730971.8	13787939.38		969134.13		1530593.27	44762644.25		7560541.82	1287179.14	23485711.0	4310028.97	40371895.2	23981687.88	3085218.68	9836636.92	8892038.19	1183175.99	1261278.14	2221238.8	3358427.25		1863312.88	2630161.38		1232683.02	1564187.36	3902184.52	1727305.56	952620.76	7263717.89	2176118.46		9457186.28		12998302.7	2322440.52	10653016.08	8039800.5	3479111.68			22838812.6	609782.25	7666012.72
20140606	1891557.3		1611418.5		641478.22	2460694.7	2491951.44	938325.99		1970318.16	761145.37	7096387.67	5869396.45	3619155.16	1315994.13		1529397.94	1719381.08	6146680.5	3325308.24	16249967.62			5350015.66	3510997.32			1229428.8		20314228.4		1825899.68	2713132.8	2728588.4		2393631.54	1981532.31	4506976.35	1363754.22	2005948.8	862029.35				10948094.8	2216254.5	683888.86		712426.78	9471184.32		1519275.02	16010180.64	8169531.42	1402611.93			14364020.84	970089.65	2049985.8	3452154.9				3314798.72	6173966.92	2263777.2		24296.65	2760965.87			3711241.65		1191057.75		2702419.2		7763949.79	3205968.76				7955718.75	28810548.06	4417261.76	6323969.2	1143157.66	2108853.81	1791982.14			4012989.12	318075.55		11297841.5	1056616.96		3324312.9	1748244.8	1681365.6	14920278.24		1022218.6		1473084.85	46392612.64		7971459.27	1253471.83	24376612.68	4517930.37	41702609.0	25242002.1	3274181.46	9861644.41	9837298.89	1261707.82	1366802.54		3208887.63		1866407.4	2489810.4		1302122.63	1466793.9	3958993.82	1759879.62	1020823.91	7417166.7	2107733.4		10053221.75		13697460.99	2490692.25	11054799.0	8478303.4	3448683.0			24021883.86	594904.08	8131903.98
20140707	1939880.95		1544862.16			2599794.21	2636236.12	1005847.95		2172195.19	797877.05	7582249.74	6166751.35	3938186.64	1281421.2		1769018.62	1859789.27	6245169.92	3497151.76	17103000.1			5703200.58	3436007.12			1192643.4		22056443.01		1910928.03	2906594.55	2744652.3		2628541.7	2169115.16	4390835.73	1433317.41	2112538.68	981499.43				11589764.4	2271418.9	761515.65		733767.46	9853462.58		1590113.7	17930032.56	8570484.63	1404851.36			15627616.16	1042468.13	2213949.0	3780813.9				3691111.35	6635049.63	2826830.7			2932582.07			3998661.44		1274785.05		2835027.5		8422405.72	3432582.76				8259410.25	30053099.65	4771183.34	6859900.2	1160633.2	2112926.46	1801821.98			4381306.41	412903.06		12367010.7	1161554.61		3495592.9	1841663.39	1822681.98	16076945.72		1062046.69		1523950.15	49023097.49		8400217.24	1432829.73	26090473.75	4795503.67	42482371.23	27198602.6	3622105.09	10853084.15	10421537.7	1323136.85	1452019.13		3374859.32		2054565.0	2721184.85		1425509.02	1533967.8	4230719.37	2000886.93	1039101.96	7919423.98	2211741.4		10500125.8		14427479.32	2723911.3	12164511.33	9047908.27	2752324.0			24063172.65	596656.08	8613045.23
20140721					720035.38																																																																																																																																												
20140807	1908323.0		1648369.0		763495.0	2810723.0	2632763.0	1053727.0		2155254.0	907434.0	7954957.0	6495098.0	4113397.0	1516812.0		1801379.0	1744099.0	6122640.0	3220501.0	16717516.0			5856237.0	3299646.0			1115558.0		21333310.0		1708327.0	2697934.0	3116032.0		2466773.0	1975308.0	4213034.0	1341451.0	2065839.0	931211.0				10601558.0	2149338.0	577261.0		599859.0	9917202.0		1440802.0	17173517.0	8409966.0	1289177.0			14556284.0	952526.0	2221598.0	3573829.0				3526764.0	5939164.0	2918066.0			2873913.0			3810192.0		1172460.0		2548593.0		8030534.0	2952311.0				7522162.0	28600880.0	4799795.0	6144860.0	1382394.0	2074723.0	2143279.0			4253800.0	426463.0		11734380.0	1005047.0		3571555.0	1664102.0	1680293.0	15553210.0		1124484.0		660077.0	46116005.0		7452077.0	1434102.0	25728636.0	4358675.0	40292303.0	24873469.0	3361444.0	11163929.0	10197498.0	1537952.0	1354186.0		2961601.0		1995291.0	2719688.0		1296990.0	1537571.0	4003454.0	2074454.0	958020.0	6775492.0	1986121.0		10065926.0		13594019.0	2584019.0	11633340.0	9107494.0	2730666.0			22828048.0	716812.0	8413523.0
20140908	1698767.0		1672024.0		784271.0	2873990.0	2467185.0	992309.0		2230693.0	929412.0	7575023.0	6106506.0	4239563.0	1389845.0		1893756.0	1644772.0	6384881.0	3217902.0	16935927.0			6202385.0	3188124.0			1169476.0		21158485.0		1644074.0	2843550.0	3341964.0		2598315.0	1853408.0	4175698.0	1311269.0	2140496.0	892596.0				10668216.0	2184876.0	595133.0		583001.0	10068892.0		1530379.0		8016784.0	1359396.0			14074188.0	954001.0	2344651.0	3683998.0				3590880.0	6230727.0	3214612.0			3071838.0			3542504.0		1294012.0		2605104.0		8003228.0	3159816.0				7723512.0	29949954.0	4923903.0	6657172.0	1335217.0	2076557.0	2142568.0			4138523.0	326095.0		11626580.0	964720.0		3680313.0	1737650.0	2289200.0	16265802.0		1103017.0		683581.0	47641849.0		7207791.0	1409655.0	26622044.0	4534365.0	42743307.0	25594496.0	3468499.0	10869892.0	10176535.0	1486877.0	1236452.0		2849246.0		2025016.0	2803863.0		1307241.0	1529520.0	4182447.0	2238984.0	1028179.0	5877496.0	2122188.0		10145558.0		13541130.0	2797549.0	10090439.0	8884866.0	2756161.0			23086692.0	696509.0	8164051.0
20140922																																																					17611364.0																																																																																												
20141006	1707847.0		1613084.0		784557.0	2632177.0	2440393.0	964912.0		2279274.0	924928.0	7179850.0	5896034.0	3828363.0	1240480.0		2106260.0	1599918.0	5671252.0	2939297.0	17309327.0			6279628.0	2755621.0			1049530.0		19998669.0		1556729.0	2706871.0	3024565.0		2647991.0	1803015.0	3894522.0	1180582.0	1902201.0	794685.0				10632817.0	2381504.0	666560.0		537327.0	10421486.0		1459016.0	17500647.0	7622312.0	1353606.0			13788328.0	811555.0	2405258.0	3183595.0				3657364.0	5867991.0	3012900.0			3044958.0			3379587.0		1312141.0		2706299.0		8040767.0	2995916.0				7663287.0	31992355.0	4822948.0	6366883.0	1277552.0	1941761.0	2164411.0			4120250.0	582331.0		10951814.0	902708.0		3690999.0	1640589.0	2524317.0	17345658.0		1111017.0		1189027.0	45013891.0		7722777.0	1369424.0	26654460.0	4483421.0	43067315.0	24759709.0	3467607.0	10812820.0	10392434.0	1382664.0	1031130.0		2803131.0		1898628.0	2770293.0		1267484.0	1494314.0	4211312.0	2253820.0	877556.0	4615583.0	2195232.0		9628030.0		12987058.0	2549198.0	9898268.0	8046315.0	2610535.0			22911865.0	703284.0	7191529.0
20141107	1841732.0		1676832.0		859284.0	2745085.0	2308085.0	911074.0		2532492.0	919995.0	7309947.0	5721888.0	3716833.0	1214218.0		2093602.0	1547628.0	5721019.0	2938351.0	16974589.0			5691465.0	2802385.0			853632.0		19841464.0		1496010.0	2739789.0	3263544.0		2726703.0	1758930.0	3664281.0	1106592.0	1849311.0	819768.0				10780387.0	2431282.0	658287.0		547123.0	10965015.0		1486188.0	18639219.0	7620981.0				13818544.0	706640.0	2552209.0	3166582.0				3760930.0	5983454.0	3482662.0			2993506.0			3304593.0		1356430.0		2693153.0		7980647.0	3082552.0				8021754.0	31028054.0	5106657.0	6306410.0	1268113.0	1842322.0	2228855.0			4167855.0	383586.0		11152914.0	877114.0		3767325.0	1728043.0	2737379.0	18011484.0		1147485.0		1093870.0	44258848.0		7553981.0	1139086.0	27199280.0	4470670.0	44357159.0	26123545.0	3643433.0	10318426.0	10430195.0	1378534.0	978804.0		2602245.0		1979640.0	2879391.0		1245716.0	1496540.0	4229958.0	2219127.0	874303.0	4200085.0	2217031.0		9105653.0		12498997.0	2306565.0	10603043.0	8354411.0	2670704.0			22590411.0	716663.0	7510073.0
20141121																																																							1309227.0																																																																																										
20141205	1772147.0		1646594.0		762978.0	2801341.0	2325923.0	838792.0		2520053.0	882336.0	6971597.0	5589614.0	3585397.0	1108139.0		2087799.0	1580028.0	5626483.0	3345210.0	18138934.0			6379285.0	2969211.0			802742.0		20801594.0		1650405.0	2869283.0	3258533.0		2898958.0	1808308.0	3986854.0	1043311.0	1874480.0	795116.0				11236001.0	2483085.0	616005.0		579079.0	11684396.0		1523536.0	19869430.0	7955895.0	1424768.0			14595763.0	776147.0	2727270.0	3122777.0				3739401.0	6074426.0	3262113.0			3161514.0			3753880.0		1335546.0		2815862.0		8548343.0	3192919.0				8200358.0	33268119.0	5485234.0	6733926.0	1247688.0	2019184.0	2308547.0			4278998.0	346867.0		12415032.0	937627.0		3939170.0	1816254.0	3043190.0	18747231.0		1279438.0		1234695.0	45611624.0		8243289.0	1111490.0	28351323.0	4667772.0	46024348.0	25548292.0	3817178.0	10132278.0	10345412.0	1412927.0	910903.0		2772909.0		1980114.0	3032262.0		1331288.0	1495681.0	4435042.0	2307737.0	852302.0	4415679.0	2326371.0		9594015.0		13180605.0	2138207.0	11346379.0	7494543.0	3329382.0			25975744.0	799196.0	6318047.0
20150108	1818681.0		1682602.0		836098.0	2862270.0	1966483.0	845165.0		2581709.0	861445.0	6173295.0	5566935.0	3923994.0	1068936.0		2258776.0	1498133.0	5395651.0	3317628.0	17632564.0			6343584.0	3023195.0	3382090.0		787859.0		19332533.0		1497348.0	2594091.0	2941960.0		2928884.0	1567640.0	3886787.0	1021425.0	1867322.0	778871.0				11238255.0	2574195.0	556079.0		571735.0	11756462.0		1513336.0	20919688.0	7492168.0	1422834.0			13730460.0	759225.0	2631229.0	3228289.0				3553612.0	6130497.0	3051175.0			2874412.0			3643400.0		1315838.0		2925837.0		8262657.0	3142691.0				8163594.0	31596350.0	5963440.0	7030076.0	987711.0	1915518.0	2311065.0			4316803.0	20410.0		11574671.0	841061.0		3843242.0	1825105.0	2960555.0	18493987.0		1289485.0		1277849.0	44922781.0		8211230.0	1013019.0	26855418.0	4452395.0	46711681.0	24053814.0	3760566.0	10112047.0	9821168.0	1481157.0	979931.0		2533807.0		1964869.0	3102368.0		1212641.0	1541206.0	4431071.0	2252143.0	849872.0	4519881.0	2229565.0		9403996.0		12857617.0	2167950.0	12576658.0	7398715.0	3444190.0			25741328.0	777155.0	6014829.0
20150220	1639498.0		1912225.0		943362.0	3008269.0	2286558.0	926549.0		2911600.0	994571.0	6052354.0	5617553.0	4214339.0	1168857.0		2524584.0	1574636.0	5934711.0	3214853.0	19173750.0			5885534.0	3146191.0	3175533.0		662842.0		20317538.0		1657287.0	2695836.0	3058152.0		2944223.0	1509962.0	4108405.0	1061048.0	1831047.0	771402.0				11259897.0	2683872.0	486660.0		580477.0	11703217.0		1597945.0	21841800.0	7756228.0	1647551.0			14542112.0	783551.0	2924695.0	3068945.0				3418876.0	6179785.0	2967088.0			3083749.0			3902379.0		1326950.0		2907820.0		8901659.0	3252522.0				7818125.0	31640171.0	6468590.0	7452262.0	1038381.0	2037603.0	2157595.0			4536964.0	342922.0		11452383.0	900390.0		3917964.0	1783346.0	3316586.0	20490889.0		1288790.0		1254449.0	47341662.0		8848156.0	1100922.0	27392173.0	4890350.0	44109598.0	24097974.0	4096936.0	10757954.0	10235052.0	1436320.0	1013145.0		2646253.0		2045036.0	3563323.0		1282686.0		4471034.0	2379759.0	925287.0	5265347.0	2252886.0		10213482.0		14353590.0	2038252.0	12379664.0	7374837.0	3642372.0			26389685.0	713318.0	5895409.0
