0151	1216	2267	2269	2282	2502	2503	2651	2801	2802	2897	2914	3382	4452	4911	8028	8113	8267	ABEV	ABF	ABI	ABV	AD	ADM	AHLN	ATDb	ATM	AVP	B4B	BATS	BEAM	BEIG	BF	BRFS	BTI	CAG	CARLb	CARR	CASP	CCE	CCL	CENCOS	CHD	CHFJPY	CL	CLX	CNCO	COL	COLR	COST	COTY	CPB	CVS	DANO	DELB	DEMB	DF	DGE	DIDA	DPS	EL	ESSITY	FEMSAU	FGL	FMSAUB	GIS	GMCR	GMODEL	HAWKB	HEIN	HEIO	HNKG	HNKG_p	HNZ	HRL	HSH	HSY	IMB	IMT	K	KFT	KHC	KIMBER	KMB	KO	KR	KRFTV	KTGSF	KYGa	L	LISN	LISP	LO	LP4018	LW	MDLZ	MEOG	MHG	MJN	MKC	MNST	MO	MOWI	MRU	MRUa	MRW	NESN	NTCO	OREP	ORK	PEP	PERP	PG	PM	RAI	RB	SAB	SAP	SBRY	SC	SCAb	SCP	SJM	STZ	SVU	SWMA	SWY	SYY	TAP	TATE	TSCO	TSN	TWE	ULVR	UNIA	UNc	WALMEX	WBA	WES	WFM	WFMI	WLIL	WMT	WN	WOW
20190108			2253059.25	2384651.25		3494031.5	3854667.25		1912272.75	2067322.63	1069133.63	5427839.5	6972416.5	7246183.5	4962566.5		2637257.5	3381855.25	3481422.5	1833786.75	13103499.0		5872798.5	4600726.0		4307248.0				14402251.0		2183607.0	1660542.0	840941.06		2093621.75	2231445.25	1855892.88					3289381.0		10351540.0	4020896.0		1861004.5		17711362.0	597471.69	1285026.5		9008497.0				17179454.0			5714122.0	2983129.0			3277116.75	4638533.0				4124419.0	2059290.38		3943592.5		2373648.25		3083247.0	5780174.5		2888468.75		5297449.5		7940592.5	35957592.0	4316345.0			2942347.0	1677549.63	1710184.63	1262325.0		332906.31	2149938.0	11652693.0				3417785.0	3902555.25	18413876.0	1839416.75	1754228.13		1212037.0	48987228.0		11229147.0	1352447.38	28645806.0	6789246.0	45385408.0	20595994.0		11150659.0		1375179.38	1080414.38				2131478.5	5367528.5		1374412.5		5954517.0	2126386.0	770749.38	4606471.5	3131696.5	1558639.38	12420588.0		18306262.0	2530154.75	10897678.0					26254514.0	1012254.81	5537785.5
20190207			2379661.75	2503758.25		4163626.0	4811978.5		2073022.13	2182948.75	1257171.75	6357622.0	7678591.0	7599390.0	5199991.0		2745947.0	3841832.25	4697301.5	2434409.0	16748008.0		6759155.0	5544027.5		5176069.0				17603086.0		2307370.75	1812415.5	1079013.0		2332056.25	2750931.5	2374646.0					3552710.0		12395922.0	4252571.0		2289146.0		20519058.0		1517325.13		10334389.0				20288618.0			6587585.5	3733123.0			3864418.25	5842349.0				4797336.5	2334802.75		3908386.25		2587995.0		3355624.75	6995933.0		3307982.5		6529239.5		8535384.0	40319560.0	4889304.5			3350852.25	2047904.38	1913113.63	1440832.63		1012789.56	2321770.0	14833732.0				3337043.5	4989382.0	20292030.0	2200539.25	2023450.38		1512063.38	58281524.0		12942098.0	1525535.25	32122556.0	7579119.5	52501676.0	26052348.0		12394192.0		1545258.25	1320566.75				2628397.75	6369501.5		1737920.88		6671878.0	2773174.25	912176.56	6139944.5	3991982.5	1853051.63	13680291.0		19874142.0	2786076.5	12672381.0					29668584.0	1225320.88	6296028.5
20190307			2470763.5	2646317.0		4434686.5	4677406.0		1975727.63	1971121.13	1236022.25	6606601.0	8016145.0	8384649.5	5967114.5		2932936.5	4116184.75	4577972.5	2392608.75	17699938.0		6837142.0	5472937.5		5549684.5				18980852.0		2213520.0	1964159.13	941365.38		2606129.0	3012841.75	2539487.75					3743822.5		13063338.0	4685589.5		2093347.0		21640386.0	1116104.0	1596262.38		11085760.0				21317110.0			7842135.0	3899824.75			3963270.5	6411848.0				5568155.0	2689813.0		4152872.0		2743951.0		3622224.25	7277988.5		3288453.25		4779625.5		9264969.0	39305336.0	5279781.5			3489352.5	2176604.75	1926119.25	1472334.88		644059.56	2302686.25	15649103.0				3797921.5	5757210.5	22300770.0	2338200.5	2161631.0		1554121.75	62787228.0		14037248.0	1544954.88	34117616.0	8125690.5	55502176.0	30551324.0		12755815.0		1775326.88	1109494.88				2746352.25	6419283.5		1885823.0		7304384.0	2681963.25	964437.63	6508133.5	4150334.5	1814133.88	14398821.0		20811904.0	2825138.25	12919704.0					31808060.0	1300095.0	6205645.5
20190422			2462870.25	2558476.75		4373819.0	4753229.0		1893644.13	1938652.0	1181009.13	6219867.0	6596371.0	8396249.0	6285112.5	1707611.75	2938739.75	3949613.25	4184622.5	2454381.25	18259054.0		6793075.5	5251897.0		5592039.5				20733462.0		2332165.0	2017515.5	962767.69		2925516.0	2991802.5	2230573.25					3804394.25		13009440.0	4582898.0		2075775.0		23068436.0	1123699.5	1627274.0		10901274.0				21633518.0			7871240.5	3798456.75			3890799.0	6756169.5				5615279.0	2682336.25		4011663.5		2727674.5		3619097.0	7178001.5		3174433.75		4380291.5		9416152.0	39118916.0	4226796.5			3642859.0	2003135.13	2033738.38	1536318.88		948581.0	2398230.0	15824241.0				3980096.5	4664188.5	23389402.0	2127456.25	2041581.75		1449902.5	63414620.0		14404572.0	1376627.25	35364744.0	8155484.0	56429644.0	29910646.0		13317679.0		1762469.13	1077312.88				2909471.0	6385869.5		1978155.5		6901982.5	2441176.25	950179.81	6305376.5	4446019.5	1738436.5	14895393.0		21513862.0	2817047.0	10968361.0					30118824.0	1199371.75	6326689.5
20190522			2407865.25	2537598.25		4344387.5	4610227.0		1802235.75	1971548.88	1217553.25	5856280.0	6120244.0	8290014.0	6888296.5	1825436.63	2938858.0	3542078.0	4655246.0	2603345.75	19559192.0		6233312.5	5631017.5		5687432.5				19609156.0		2494587.75	2114707.0	1335367.38		3302663.25	3120843.0	2369975.75					4213539.0		13995479.0	4703409.5		2316740.0		23904800.0	1068323.5	1701044.5		11616980.0				22619706.0			8317150.5	3991732.0			4136249.5	6872480.5				5793062.5	2742987.75		4012107.5		2568222.0		4023915.5	6764222.5		3465380.75		4528950.0		9924673.0	41710076.0	4544086.0			3708025.75	2023250.13	1972325.75	1502600.63		438975.0	2330983.75	16344868.0				4230941.5	5171909.0	22493870.0	2099137.25	2041492.38		1431611.0	65005420.0		14926580.0	1512390.5	35644000.0	8014031.5	58766844.0	29674412.0		13073064.0		1778730.25	1060124.88				3171825.0	7836446.5		1903672.88		7490394.0	2701885.5	1039358.06	6891306.0	4949085.0	2005238.0	15913024.0		22889866.0	3216085.5	9450337.0					32335262.0	1252903.25	6663750.5
20190607			2078688.5	2333990.25		4544826.5	4541815.0		1638936.25	2124709.25	1121160.5	5922772.5	6085644.5	8692830.0	6529003.0	1679347.88	2746474.75	3382647.25	4509734.0	2477864.25	18263914.0		5961919.0	4958378.0		6066290.0				17913134.0		2677693.75	2054128.0	1225558.38		2931984.25	3276929.25	2332045.25					4269794.5		13763247.0	4472038.0		2298332.75		23891396.0	833863.19	1629520.13		11708646.0				23021176.0			8000453.5	4057054.25			4030920.0	6774367.5				5743661.0	2771884.25		3713610.5		2591886.75		4340956.0	5274898.0		3103457.75		3845451.5		10145386.0	42844800.0	4103929.5			3902598.0	2196186.25	1938658.88	1519590.38		606431.0	2036955.75	16793976.0				4376766.0	5532573.0	20791138.0	2299039.5	2108831.0		1288188.25	68412432.0		14909403.0	1749808.25	36369664.0	8262050.5	58245516.0	27091064.0		13279852.0		1773780.38	940895.0				3231672.5	6668045.5		1800825.25		7503169.5	2362050.75	965049.5	6163915.5	5137070.0	1763011.38	16372786.0		23327522.0	3183361.75	8938089.0					32642480.0	1307703.0	6670120.0
20190705			2140634.75	2365602.5		4622761.5	4494228.0		1728169.63	2156851.75	1191665.13	5678201.5	6082381.5	8366976.0	6708455.5	1659123.88	2752010.5	3340132.5	4703077.5	2502744.0	19937408.0		5946864.5	5133864.0		6158283.0	1596676.38			17939270.0		2722417.5	2124354.75	1292896.75		2881875.25	3268096.25	2414511.75					4016181.25		13823853.0	4377262.0		2454361.0		25926020.0	886999.63	1738316.75		12341932.0				22825182.0			8980630.0	4154944.5			4143531.75	7049654.5				6039497.5	2935651.75		3966971.0		2482831.75		4180663.75	5093577.0		2995045.25		4306769.0		10272823.0	42611944.0	3900939.75			4017686.5	2084899.63	2117333.25	1668764.13		547419.5	2083023.38	17372402.0				4234873.0	5587678.0	19848646.0	2317101.25	2129143.0		1345722.63	70162280.0		15710356.0	1679418.63	34126056.0	8630132.0	60737984.0	27357024.0		13027451.0		1525432.75	953812.5				2925480.5	7373039.5		1641522.75		7446604.0	2384984.0	976008.31	6255374.0	5328840.0	1807790.13	16264831.0		23264930.0	3062125.5	9495742.0					34559948.0	1304376.25	7011299.5
20190807			2132152.0	2398415.75		4609533.0	4640594.0		1846580.75	2316136.25	1156942.25	5918666.5	6291573.0	8201302.5	6780649.5	1517209.25	2659301.0	3450593.25	5416353.0	2438895.5	23333048.0		6136774.5	5307125.0		6163592.5	1951760.63			19015852.0		2701837.75	2143674.0	1508670.88		3225645.0	3511112.25	2469392.5					4256400.0		14212411.0	4767432.0		2616804.5		27739128.0	760634.31	1854512.38		13041210.0				23039470.0			9255916.0	4170846.0	4071126.0			7299279.0				6026058.5	2950348.5		4289985.5		2586059.0		4829580.5	5673272.5		3352889.75		4556751.5		10705362.0	45170120.0	3904506.75			4024012.5	2162479.75	2244545.5	1695525.25		386000.0	2276911.75	17684810.0				4444986.0	5789793.0	20241042.0	2452784.75	2271217.0		1302142.38	74131896.0		15212471.0	1659462.5	34134600.0	8451442.0	67078708.0	29876444.0		13202563.0		1598953.13	939841.69				2905172.25	7566941.5		1528893.5		7399320.0	2369297.25	980326.25	6078354.5	5354802.0	2149689.25	16295642.0	20651170.0		3411897.75	9683091.0					35405488.0	1415844.75	7581792.5
20190906			2174821.25	2405652.75		4963143.5	4230728.0		1823825.88	2359546.75	1284516.5	5665209.0	6574157.0	8184057.5	7540148.0	1641104.13	2928334.0	3535963.25	4697388.0	2291662.25	21990868.0		6400016.5	4948631.0		6351596.0	1556091.38			18613498.0		2933556.5	2322613.25	1607920.75		3189876.0	3804623.25	2189693.5					4531424.0		14788328.0	4668250.5		2509836.25		29906940.0	670266.75	2032200.0		13492236.0				23470982.0			10015918.0	4407374.5	4083416.5			7443714.0				5978058.0	2881481.75		4216512.0		2706246.25		5077699.0	5801165.0		3640892.75		3657220.25		11210766.0	47596004.0	4398820.5			4157352.5	2289252.0	2221234.0	1695310.5		955000.0	2403748.0	18379260.0				4597006.0	5304237.5	18935308.0	2436165.75	2472627.75		1223100.13	78414832.0		15560308.0	1825099.5	36803476.0	9233238.0	68822776.0	25966530.0		13275413.0		1597065.5	938413.69				2765918.25	7909162.5		1567080.5		8074691.0	2268982.0	934795.13	6015512.5	6308856.5	2239739.5	17108432.0	22177862.0		3259769.5	9199048.0					36936144.0	1459578.63	7911359.5
20191007			2337199.25	2748794.75		5771911.0	4886063.0		2306065.25	2623733.5	1623872.25	6287441.0	7602077.0	8872342.0	7864506.0	1529978.25	3541041.0	3918247.25	5161843.0	2544737.75	19949492.0		7303153.5	5647823.0		6608662.0	1512576.13			20903236.0		2991220.5	2830248.0	1670234.38		3667824.75	3965996.5	2460590.25					4583244.5		15689092.0	4782538.0		3092444.0		31074968.0	769479.13	1981947.75		14163324.0				24075460.0			10813131.0	4455273.5	4435275.5			8182509.0				6409824.0	2594014.75		4461090.5		3036523.75		5661164.5	5388397.0		3964732.25		4258691.0		12076239.0	40921732.0	5045275.0			4428921.5	2578862.5	2485082.5	1869939.38		829000.0	2631736.75	19677048.0				4724167.5	5524293.0	18850974.0	2636077.5	2878127.25		1473410.38	77347960.0		17050806.0	1949734.63	38563764.0	9597756.0	74360088.0	29083468.0		14211426.0		1874042.63	1153057.25				3103884.25	8515062.0		1807575.88		9980183.0	2650117.5	1051027.25	7126322.5	6209918.5	2317953.5	17382326.0	22844074.0		3861445.25	10312550.0					39238100.0	1573993.63	8372608.0
20191107			2377414.5	2690939.25		5781251.0	4846374.0		2312511.0	2609976.5	1706674.13	6422563.0	7427332.0	9592881.0	8046769.5	1541212.75	3767315.0	4260997.5	4778673.5	2541617.25	16594288.0		7152460.5	5753090.0		6373434.0	1505418.75			19451804.0		2955090.25	2906598.25	1571806.75		3182324.25	3715918.25	2396309.0					4192553.25		14447846.0	4617675.5		3025720.5		31534662.0	842252.81	1925153.0		13122654.0				23670560.0			9962837.0	4692177.5	4239712.0			7429578.0				5993776.0	2442127.5		4610564.5		2794136.25		5279389.0	5154237.5		3851951.0		4849985.0		11116608.0	40421732.0	4745171.0			4506213.5	2379614.75	2129009.25	1879392.0		1055000.0	2779394.5	18358286.0				4779724.0	5297044.0	20357592.0	2742013.0	2724462.5		1511447.5	74887616.0		17498344.0	2026743.5	38105824.0	9789248.0	73345352.0	30748650.0		13847514.0		1742781.5	1103093.13				2933888.25	7740721.0		2020896.75		9879120.0	2435664.0	993070.06	7186381.5	5873205.5	2246333.5	16978710.0	22176492.0		3907157.5	10093653.0					38191932.0	1476388.25	8425130.0
20191220			2223051.75	2316720.0		5207718.5	4874232.5		2350470.25	2215249.75	1624874.5	5999920.5	7069265.5	9028012.0	6785407.5	1411041.88	3515925.5	4176389.0	4556205.0	2837079.0	15947827.0		7164116.5	5622885.5		6713895.0	1916803.5			21305714.0		2817734.5	2910970.0	1652482.38		3286445.25	3781378.5	2250103.75					4074271.25		13779125.0	4484847.0		3117689.0		30789888.0	804557.25	1873557.63		12609301.0				22897132.0			10116745.0	4671621.5	4196255.0			7536195.5				5893758.5	2420505.75		4536646.0		2944457.25		5153894.0	5016808.5		3820720.75		4426922.5		11036587.0	38369340.0	5094262.0			4760357.0	2322680.75	2389953.5	1930379.75		1102000.0	2894370.75	17792934.0				4914512.0	5462224.0	21856172.0	2820366.5	2724878.25		1457769.88	70591664.0		16535515.0	2047913.0	36571412.0	9477272.0	69632544.0	30295324.0		13622242.0		1753934.63	1123488.0				2822927.5	7321461.0		2117117.5		9680177.0	2256456.0	1043822.88	6778985.5	6170139.5	2228861.75	16263378.0	21546404.0		3476402.5	10585258.0					37529188.0	1448830.0	8526582.0
20200108			2081855.13	2288530.0		4910691.0	4627066.5		2243367.75	2152781.25	1471948.5	5824122.5	6742094.5	9184863.0	6587936.5	1425120.75	3527214.25	4130507.0	4865012.0	2855751.0	15886091.0		6819923.0	5989439.5		6339968.0	1726040.63			22442902.0		2809462.75	2862589.5	1468908.0		3798277.5	3705588.75	2215158.25					3969567.5		13645740.0	4542941.5		2917424.0		29588926.0	735142.5	1919917.63		12367757.0				22929982.0			10496982.0	4548383.0	4247414.5			7415435.5				5931617.0	2414610.75		4381646.5		2902963.75		4953520.0	5443021.5		4003534.0		4560050.0		10848706.0	42290556.0	5286819.5			4370328.5	2196494.25	2472246.5	1823746.63		341669.38	2874778.5	18185102.0				4781294.0	5545945.0	21367618.0	2752693.5	2536490.0		1484091.75	71995176.0		16752100.0	2024558.0	35966212.0	9021653.0	69572920.0	30328204.0		13738581.0		1774721.13	1217822.88				2759653.25	7324160.0		2067606.63		9927003.0	2376990.0	1055263.5	7524166.5	6101318.5	1984644.25	15425308.0	20403588.0		3522038.25	10122607.0					35928896.0	1396321.25	7866062.0
20200207			1854693.88	2307773.25		4795673.0	4480570.0		2184961.0	2060049.88	1470849.25	5365572.5	6818050.5	8637369.0	5760619.0	1253044.25	3427983.5	3975711.75	4185750.5	2745355.0	14169810.0		5983683.5	5528531.5		6377072.5	1594176.75			22236742.0		2600273.5	2737661.25	1147397.63		3490507.5	3471163.75	2181863.25					4004243.25		13977252.0	4409556.5		2961567.25		29497040.0	640839.63	1796865.88		11473416.0				20509942.0			9517758.0	4320061.5	3867213.5			6953563.0				5798103.0	2345244.25		4161917.25		2907388.0		4999577.5	5403432.5		3774741.5		4002356.5		10837538.0	42824720.0	4719248.5			4280094.5	2127642.5	2330343.75	1970008.75		1005000.0	2917080.5	18184984.0				4400371.0	5594866.0	19525466.0	2532140.0	2393413.0		1324353.13	70393128.0		15122416.0	1845520.38	35857492.0	8359138.0	66507076.0	28283152.0		13431521.0		1682476.38	1019678.31				2624648.5	6947517.0		2168381.75		9150396.0	2342697.0	1046709.75	6970870.0	5330709.0	1449455.0	15372457.0	18730150.0		3406620.5	8382215.5					33238394.0	1355472.25	8284847.0
20200320			1638823.5	1910536.38		3920425.5	3818469.5		2029731.63	2051130.63	1520882.63	4981100.5	5922269.0	7688195.5	5170576.0	1229885.5	3155383.0	3526369.5	3239500.0	2251856.25	10294910.0		5578034.0	4584226.5		5707736.0	1608424.0			19408798.0		2354847.25	2450136.25	957673.63		2824415.75	3052191.25	2179296.0					3697421.25		12618630.0	4443035.5		2414160.0		26791236.0	599460.81	1651617.63		9866806.0				18077202.0			8826937.0	3979221.75	3405267.5			6432083.0				5198701.0	2090778.25		3701366.0		2522915.25		4573698.5	4113609.25		3299001.25		3382071.0		9784675.0	38804908.0	4872059.5			4171270.5	1984770.0	2161785.25	1828142.0		586000.0	2736600.5	16495459.0				3882075.5	5168484.0	16384528.0	2215239.25	2252711.75		1190604.25	64322812.0		14137451.0	1575919.13	32901480.0	7675286.5	59729732.0	27645780.0		11685755.0		1501525.0	941976.06				2571866.25	6269805.5		2180483.75		7358893.0	2061295.5	889843.88	6162221.5	4313784.5	1164893.13	13506216.0	16535288.0		3230490.25	7435908.5					30816400.0	1247589.38	7349914.0
20200423			2321484.0	2525496.75		3361835.75	4181663.25		1876893.13	2372634.0	1650687.75	4855260.0	6089584.5	9128137.0	5444696.5	1010693.31	3865064.25	4415933.5	2468808.5	1858436.25	8633580.0		5913150.5	4460366.5		4682037.0	1808952.75			17943090.0		2439506.25	2278685.5	487287.0		3268916.0	2795177.25	2096034.25					3649210.5		13175446.0	5057687.0		2513157.75		27393580.0	343155.47	1800978.5		9620205.0				17402822.0			8113593.0	4470490.0	2710296.25			7339832.0				4664518.0	1947419.75		3424548.5		3016675.25		4490160.0	4060815.75		3427168.75		3543930.75		10149042.0	29222168.0	5541989.5			4045384.25	2161540.0	2267996.5	2157697.25		1267000.0	1879446.5	16558802.0				4022084.5	4989193.0	16584867.0	1562281.75	2420779.0		1238107.63	66440780.0		14920874.0	1735597.5	29464734.0	7248819.0	59500208.0	26025050.0		12947282.0		1398653.38	1011252.13				2924961.0	5467177.0		2258940.5		5310875.5	1656208.5	873184.5	6350597.5	3870461.25	1076173.13	13500303.0	16642860.0		2942486.75	7874673.0					27444798.0	1176084.63	6615461.0
20200507			2141304.5	2312217.75		3525361.5	3941754.25		1993210.88	2196676.5	1603740.63	4743546.0	5868904.0	8336608.0	5278468.0	959910.25	3671669.75	3941881.25	2241755.5	1923027.88	8543091.0		5886651.5	4545044.5		5436929.0	2034524.0			19556868.0		2409098.0	2479478.5	576243.94		3569218.5	2983003.5	1876383.38					3847280.25		13364862.0	5214540.5		2743169.75		27956296.0	347203.16	1868452.38		9924009.0				18082918.0			8718217.0	4507452.0	2786608.25			7979444.0				4546549.0	1895575.63		3625884.25		2903200.75		4332580.0	4438817.0		3584749.5		4161973.5		10565055.0	29108348.0	5571484.0			3851113.5	2003832.75	2176656.5	1995959.13		1337000.0	1994445.5	16393105.0				4280948.0	5250697.5	16125234.0	1775805.0	2391531.25		1240342.25	65427476.0		15869324.0	1779733.5	31090134.0	7448086.5	61185140.0	25595334.0		13601596.0		1420133.88	927787.56				2901132.75	6068826.5		2340443.75		6343373.5	1668286.75	923819.19	6392583.0	4052798.0	1115896.0	13296035.0	16189531.0		2888956.0	7171508.0					28159732.0	1133098.25	6904162.0
20200605		4849.29	2096366.13	2326068.5		3646041.5	3911476.5		2057622.88	1974517.13	1528751.13	4656530.0	5733595.5	8090384.5	5085979.5	985746.5	3435494.5	4031319.5	2220503.75	1700723.75	8141796.5		5770615.5			5687597.0	1930812.25			18715550.0		2277554.0	2511207.75	629489.56		3482653.0	2974326.0	1808115.13				338628.63	3870008.75		12900851.0	5410969.0		2641714.25		26867736.0	216877.98	1787970.5		9197664.0				16865226.0			9151945.0	4291342.5	2713561.25			7923245.5				4602286.0	1881601.0		3421598.0		2882093.0		4164426.25	3596116.5		3390046.25		3930264.25		10166424.0	27817172.0	5391825.0			3898729.25	1879553.13	1996669.13	2026053.88		847000.0	1796274.5	15575801.0				4484096.0	5728494.5	15081032.0	1849887.5	2259785.75		1163067.13	63221304.0		14980195.0	1652542.5	29045320.0	7144184.0	56723712.0	23634244.0		13699398.0		1349186.0	835089.75				2698204.25	5968512.0		2456703.5		5831901.5	1448060.13	861687.75	5705536.0	3755335.75	1009746.13	13011127.0	15726280.0		2784989.25	6671158.5					27091106.0	1075984.25	6545585.0
20200619																								4544668.5																																																																																																																									
20200707		2184588.75	1690429.63	2051851.5		2859449.0	3411086.0		1674116.0	1621163.25	1327802.75	3684459.5	4611449.5	6744292.5	4491834.0	772951.75	3212012.75	3566859.0	2056494.0	1491991.0	7371965.0		5301678.0	3917661.25		4748368.0	1693519.88			15529109.0		1969532.88	2054053.5	510974.72		3029332.75	2369717.5	1566073.25				349693.34	3362086.25		11094714.0	4852903.0		2507669.0		23667360.0	233736.3	1486269.63		7876348.5				13722999.0			7498709.0	3460534.0	2031711.13			6606784.0				3845152.5	1453394.88	1498735.13	2933533.5		2381593.5		3379841.5	3192071.75		2920644.75		3513257.5		8512521.0	24371420.0	4705421.0			3312395.5	1473495.75	1632209.38	1580497.13		397000.0	1646836.75	12908791.0				3922799.75	4583993.0	12895156.0	1503326.75	1837679.88		997734.56	56203004.0		13958131.0	1251392.25	26144098.0	6054210.5	50567588.0	19288920.0		11962024.0		991990.75	785633.63				2133976.0	5195140.0		2014005.63		4907047.0	1146902.5	684235.13	4846236.5	3107905.5	918754.25	11109691.0	13709273.0		2135653.75	5522230.0					26226070.0	912136.13	5729424.5
20200807		2206421.0	1643896.75	2031211.63		2680737.0	3139512.5		1627021.63	1772000.38	1380800.13	3431026.25	4322081.0	6225510.5	3956067.25	1014745.13	3555112.0	3676641.75	2106289.75	1473727.63	8269212.0		5680382.0	4274348.5		5357889.5	1839815.5			13593680.0		2093053.25	2257294.25	516830.88		3254480.0	2714613.5	1632692.5				434843.56	4227153.0		11836304.0	5310122.5		2788799.25		25736402.0	195724.77	1497658.38		7713538.0				15412058.0			7950787.5	3564434.0	2044671.0			6870552.5				4123543.5	1554402.63	1581226.5	3135540.25		2562632.0		3825300.75	2837294.5		3077368.0		3821337.0		9276569.0	26095802.0	4910330.0			3572701.5	1588854.25	1631197.13	1490073.63		787000.0	1561479.25	14174699.0				4330483.0	5236028.5	13707929.0	1432547.5	1978099.75		1048526.31	61179584.0		14727502.0	1411725.88	27566416.0	6703978.0	56156860.0	21421388.0		13355904.0		1030532.75	755038.31				2225053.75	5368453.0		2224437.75		4816062.0	1263561.0	715289.88	4943344.0	3226985.25	995005.19	12548152.0	15503573.0		2124329.0	5380355.5					28684486.0	951806.13	6278277.5
20200907		2051919.63	1615691.5	2050299.38		2818511.75	3126094.25		1868489.75	1788825.5	1539346.5	3652982.25	4497814.5	6422024.5	4056001.75		3358959.0	3781104.25	1721400.75	1696594.63	8615517.0		5763991.5	4348523.5		4903546.5	1628649.38			13542303.0		1972338.75	2318757.25	455086.81		3245179.25	2526299.0	1602714.13				369996.72	4093666.0		11829714.0	4885263.0		2731839.5		26758000.0	183861.64	1547523.13		7400940.5				13712615.0			8687211.0	3628636.25	1884702.25			6760218.5				3829045.25	1432433.0	1590755.88	3167383.0		2500773.0		3806819.0	2766903.5		3079195.75		3791468.25		9370944.0	26634510.0	4902360.5			3454884.25	1542625.5	1683824.75	1640779.63		1057000.0	1590105.0	14527068.0				4460312.0	5446539.5	14184138.0	1563224.38	1985133.0		1071642.38	60423232.0		14188488.0	1467364.5	27302456.0	6488049.5	57671992.0	21661708.0		12926163.0		1023813.13	736384.81				2380525.5	5410429.5		2142165.25		5334959.5	1233952.13	743727.31	4945265.0	3210461.5	855508.31	12153280.0	14785259.0		2110239.0	4891615.0					29962858.0	887517.25	6496472.0
20201007		1981044.13	1630882.25	2026570.63		2885790.75	2950918.25		1902681.75	2056093.0	1407182.75	3626040.0	4460535.0	6524543.5	4151814.75		3576530.0	4234233.5	1813566.38	1572846.63	8339229.0		5922238.0	4693956.0		5419501.5	1371620.25			14938462.0		2031067.38	2521563.0	453856.88		3179047.0	2526297.25	1689902.63				334914.75	4210859.0		12019816.0	4819408.5		2949745.25		28480940.0		1775372.5		8054522.5				14575268.0			8944976.0	3734589.75	1914496.5			6846603.5				3819673.75	1432373.13	1677042.0	3412465.0		2504585.75		3848965.75	3073253.5		2977857.25		3524665.75		9150490.0	27969192.0	4775036.5			3567866.25	1561858.0	1785034.0	1557115.63		717000.0	1731767.63	14911090.0				4371326.0	5373961.5	13048612.0	1407418.88	2198973.5		974710.94	59929032.0	1164128.88	14212211.0	1444508.5	28738988.0	5855714.0	60452172.0	21220820.0		13080748.0		1089428.88	794566.31				2423956.25	5785740.5		2412754.25		5749439.0	1165136.13	753282.63	4849992.0	3195444.0	856978.25	12753929.0	15608237.0		2210342.25	4695821.5					28481478.0	959125.88	5992860.5
20201108		1967360.63	1424002.25	1923627.38		2568102.75	2836222.25		1744174.5	2016441.13	1331700.75	3755701.25	4404408.0	6196346.0	4516357.5		3745513.75	4061672.0	1717270.88	1429890.38	8013204.5		5496092.0	4668714.0		4804019.5	1307525.38			13168321.0		1869880.63	2333751.5	409578.16		3123852.25	2371262.5	1641194.75				318650.16	3971804.75		12322539.0	4752450.0		3017574.5		28752648.0		1712975.63		6867890.0				13746879.0			9033957.0	3198271.25	1812398.38			6562438.0				3810268.0	1420704.25	1618975.38	3169652.0		2494340.0		3691076.0	2751184.25		2899480.5		3599984.25		8216602.5	27282076.0	4565574.0			3324041.75	1488152.5	1730402.0	1459473.0		967000.0	1685803.0	13816884.0				4065265.75	5130726.0	12212467.0	1291868.88	2142936.25		933323.38	56746564.0	1198307.5	14122763.0	1391686.75	27703660.0	5912891.5	59752432.0	20137578.0		11767572.0		1059693.75	839012.06				2354292.5	5044472.0		2220077.25		5110920.5	1224156.63	674117.81	4690953.0	3074567.25	861242.88	11762352.0	14660582.0		2215454.75	4450049.0					28245338.0	916887.19	6150457.0
20201207		1970353.5	1322531.75	1726895.25		3027430.5	3211483.75		2047672.0	1959365.63	1215190.63	3775440.0	4277654.0	6117608.0	4771383.5		3622151.0	4392618.5	1974698.88	1698032.63	9546611.0		5309919.5	4649463.5		4807136.0	1283132.38			13615613.0		1853538.5	2498766.25	526154.0		3011081.5	2587136.25	1602489.13				393856.44	3649476.5		12375237.0	4335834.5		2947384.75		29207238.0		1699029.38		7444836.0				15175225.0			9334426.0	3247725.75	2281567.0			6276745.5				4205221.0	1576459.0	1603812.0	3254436.5		2236520.75		3674475.0	2922304.25		2725953.25		3586474.25		8025649.0	27161002.0	4327488.0			3610836.0	1371885.5	1695791.5	1507654.88		517000.0	1779100.38	13824883.0				3927328.0	5286881.0	12501641.0	1541644.88	1958435.38		984270.56	52215944.0	1303368.75	14865465.0	1334093.88	27797592.0	6495844.5	56119588.0	19917932.0		10922943.0		1121075.5	839230.56				2253404.5	5845856.0		2203756.75		6123383.5	1478026.0	690128.06	4949583.0	3241157.25	783141.5	26314209.0			2250287.75	4597499.5					28862184.0	898579.19	5785610.0
